Date,Task,Time Started,Time Ended
mouthLowerDown_R,mouthDimple_L,mouthDimple_R,mouthSmile_L,eyeLookDown_L,jawRight,mouthPress_L,noseSneer_L,mouthSmile_R,mouthLowerDown_L,mouthPress_R,eyeBlink_L,mouthRight,eyeLookOut_L,browOuterUp_R,browDown_L,eyeBlink_R,jawOpen,eyeLookIn_R,eyeSquint_L,mouthFrown_R,mouthLeft,jawLeft,mouthRollUpper,browInnerUp,mouthPucker,eyeWide_L,mouthStretch_L,tongueOut,browOuterUp_L,mouthShrugLower,mouthStretch_R,eyeLookDown_R,eyeLookOut_R,eyeLookIn_L,mouthShrugUpper,jawForward,eyeWide_R,mouthUpperUp_R,cheekPuff,noseSneer_R,browDown_R,mouthUpperUp_L,eyeLookUp_L,mouthRollLower,cheekSquint_L,cheekSquint_R,mouthFrown_L,mouthFunnel,eyeSquint_R,mouthClose,eyeLookUp_R
,0.2106826,0.0300899,0.0295086,0.1472412,0.05570253,0.03938967,0.02045128,0.1496462,0.1323254,0.2196454,0.02157052,0.004183734,0.000496693,0,0,0.5251722,0.004180946,0.03216292,0.04182752,0.3029887,0,0.04339183,0,0.02656839,0.02360758,0.2135358,0.08251385,0.1146341,4.673134e-07,0,0.09461764,0.1050728,0.0547623,0,0.08519365,0.3054089,0.02475639,0.08483063,0.09625429,0.01745037,0.1379394,0.5244646,0.09914489,0,0.02038668,0.0830444,0.0790317,0,0.1395139,0.3031887,0.0216037,0
,0.2096732,0.02997139,0.02936912,0.1474387,0.05269939,0.03949821,0.02016326,0.1505603,0.1314971,0.2186825,0.02128604,0.003848937,0.0004571106,0,0,0.5340903,0.003846419,0.03137302,0.04888084,0.3092634,0,0.04320321,0,0.02642155,0.02335162,0.2135746,0.08486318,0.1138099,4.943447e-07,0,0.09511448,0.1044926,0.05173946,0,0.07826337,0.2988378,0.02447284,0.08722162,0.09537366,0.01712972,0.1384869,0.5333624,0.0985152,0,0.02007077,0.08285814,0.07884636,0,0.1389068,0.3094681,0.02134908,0
,0.1957772,0.02996901,0.02932444,0.1475313,0.04599117,0.03934345,0.01993511,0.1523768,0.1307062,0.2025883,0.02108619,0.003541466,0.0004206826,0,0,0.5414695,0.003539174,0.03033941,0.05773888,0.3200508,0,0.04349766,0,0.02618005,0.02298116,0.2281471,0.08927979,0.1132881,4.996925e-07,0,0.1062308,0.1041096,0.0450129,0,0.06909838,0.2729844,0.02417429,0.09163556,0.09398991,0.01701077,0.1403231,0.5408226,0.09733293,0,0.01992324,0.08263946,0.07854667,0,0.1389361,0.3203492,0.02109373,0
,0.1728402,0.03033508,0.02961311,0.1477093,0.03212277,0.03888162,0.01978539,0.1536362,0.1301322,0.1803246,0.0209895,0.003258842,0.0003871575,0,0,0.5435648,0.003256746,0.02895326,0.06798449,0.3250052,0,0.04682821,0,0.02598963,0.02260628,0.2380855,0.112844,0.1129678,4.846322e-07,0,0.1270365,0.1037531,0.03113376,0,0.05868207,0.234685,0.02395676,0.1156312,0.09206115,0.0171117,0.1417755,0.5429375,0.09573524,0,0.01999547,0.08249921,0.07823443,0,0.1398147,0.3254009,0.02083207,0
,0.1658608,0.0307255,0.02994386,0.1477209,0.02032684,0.03839118,0.01967625,0.155905,0.1296037,0.1733693,0.02092895,0.002998926,0.0003563042,0,0,0.5400324,0.002997004,0.02801481,0.07402311,0.3351253,0,0.04789334,0,0.02586881,0.02230857,0.2419006,0.1323895,0.1128902,4.975323e-07,0,0.133173,0.103635,0.01933841,0,0.05297854,0.223099,0.02379064,0.1364027,0.09080493,0.01727715,0.1439675,0.5393588,0.09459287,0,0.0201586,0.08242179,0.07801256,0,0.1401839,0.3356005,0.02058961,0
,0.1623414,0.03123135,0.03038058,0.1475304,0.01535544,0.03780598,0.01963397,0.1588205,0.1289002,0.1698546,0.02092768,0.002759822,0.0003279096,0,0,0.5391636,0.002758057,0.02717465,0.07710381,0.3406149,0,0.04859458,0,0.02577624,0.0220023,0.2440499,0.1478262,0.1128049,9.577429e-07,0,0.1363868,0.1034875,0.01436759,0,0.05020556,0.218637,0.02365084,0.1519743,0.09005962,0.01745096,0.1466921,0.5384789,0.09392733,0,0.02037931,0.08232281,0.07779565,0,0.1402884,0.3411853,0.02034583,0
,0.1603079,0.03174815,0.03085829,0.1476564,0.01128776,0.03735651,0.01960354,0.1600235,0.1287847,0.1678066,0.02092532,0.002539826,0.0003017779,0,0,0.537087,0.002538203,0.02636451,0.07882588,0.3431299,0,0.04872927,0,0.02565271,0.02170685,0.2449626,0.155413,0.1126403,1.011893e-06,0,0.1379579,0.1033302,0.01030344,0,0.0485356,0.2162045,0.02348024,0.1596704,0.08934852,0.01764765,0.1478386,0.5363857,0.0932402,0,0.02056216,0.08218798,0.07761055,0,0.140315,0.3437242,0.02004817,0
,0.1556693,0.03261882,0.0315026,0.1474063,0.01155414,0.03701546,0.01967975,0.1603869,0.1283402,0.1626981,0.02102918,0.002337389,0.0002777286,0,0,0.5360055,0.002335897,0.02560583,0.0762122,0.34419,0,0.04898726,0,0.02555008,0.02137627,0.2467876,0.1590464,0.1121808,1.093729e-06,0,0.143385,0.1028624,0.01057294,0,0.05085593,0.2149574,0.02331119,0.163337,0.08860247,0.01799931,0.1482428,0.5352935,0.09251177,0,0.02084016,0.08200975,0.07736696,0,0.1406621,0.3447837,0.01975876,0
,0.1541643,0.03328092,0.03205194,0.1474638,0.009318719,0.03666927,0.01968427,0.1603708,0.1280082,0.1610837,0.02105894,0.002151101,0.0002555958,0,0,0.5351084,0.002149728,0.02493502,0.07258406,0.3441217,0,0.04944045,0,0.02547093,0.02106078,0.247182,0.1648067,0.1117449,1.160643e-06,0,0.1447648,0.102387,0.008343368,0,0.05428429,0.2144346,0.02316344,0.1689024,0.08743707,0.01822371,0.1481854,0.5343795,0.09147515,0,0.02100341,0.08171237,0.07696424,0,0.1407507,0.3446738,0.01954003,0
,0.1536692,0.03383657,0.03253723,0.1469788,0.01080126,0.03635022,0.01971758,0.1603868,0.1257234,0.1605256,0.02111584,0.001979666,0.0002352269,0,0,0.5345973,0.001978403,0.02436797,0.0673508,0.3391473,0,0.04991116,0,0.02541447,0.02077729,0.2476191,0.1702162,0.1113737,7.983698e-07,0,0.1454786,0.1020243,0.009826886,0,0.05951991,0.2146182,0.02305508,0.1737891,0.08678541,0.01844648,0.1482276,0.5338608,0.09083655,0,0.02114911,0.08122312,0.07642193,0,0.14085,0.3395746,0.0193718,0
,0.1533511,0.03415242,0.0328269,0.146666,0.01175924,0.03602809,0.01970816,0.1605161,0.1246668,0.1601306,0.02112746,0.001821898,0.0002164812,0,0,0.5339546,0.001820736,0.02377791,0.06500564,0.3341957,0,0.05023298,0,0.02523737,0.02057013,0.2475297,0.1754331,0.1109238,7.591507e-07,0,0.1456642,0.1017043,0.01078526,0,0.06187429,0.2204682,0.02287766,0.1784441,0.08633369,0.01858935,0.1483795,0.5332152,0.09036717,0,0.02117654,0.08078262,0.07596601,0,0.1406743,0.3345573,0.01915147,0
,0.1535079,0.03434482,0.03301864,0.1436141,0.01136036,0.03581579,0.01964238,0.160457,0.1187757,0.1602537,0.02107566,0.001676705,0.0001992294,0,0,0.5338929,0.001675635,0.02324641,0.06637832,0.331648,0,0.05024897,0,0.02505261,0.02037094,0.2404602,0.1789319,0.1105829,5.433918e-07,0,0.1446888,0.1015201,0.01038559,0,0.06055233,0.2249939,0.02270159,0.1817369,0.08593817,0.01858324,0.1483422,0.5331544,0.08993115,0,0.02110379,0.08031069,0.07551105,0,0.1399598,0.3319807,0.01894668,0
,0.153424,0.03450117,0.03317857,0.1376329,0,0.03560024,0.01951716,0.1606169,0.1131008,0.1601867,0.02098037,0.001543083,0.0001833524,0,0,0.5408815,0.001542099,0.02276078,0.07814015,0.3424212,0,0.05029998,0,0.02491942,0.02010148,0.2388353,0.1878274,0.1103963,4.741307e-07,0,0.1441612,0.1013691,0,0,0.04845334,0.2242925,0.02254904,0.1905226,0.08506522,0.01858472,0.1485409,0.5402561,0.08857201,0.001706181,0.02110487,0.0798736,0.07505206,0,0.1394725,0.3428309,0.01878615,0.003053914
,0.1538074,0.03454137,0.03325586,0.1311653,0,0.03540174,0.01927922,0.16075,0.1090038,0.1606206,0.0207657,0.001420111,0.0001687407,0,0,0.5559538,0.001419205,0.02245229,0.1036051,0.3860984,0,0.05025426,0,0.02489919,0.01976564,0.2375894,0.2208056,0.1106357,5.706201e-07,0,0.1366249,0.1016144,0,0,0.02225363,0.2205254,0.02253182,0.2232144,0.08245011,0.01852537,0.1488141,0.5555272,0.08497483,0.06610613,0.02113593,0.07950344,0.07471364,0,0.13924,0.3867072,0.01878902,0.06728529
,0.1559004,0.03446355,0.03326086,0.1226303,0,0.03545444,0.01893729,0.1603013,0.1058909,0.1632793,0.02042386,0.001306939,0.0001552934,0,0,0.5629872,0.001306106,0.022294,0.1183565,0.4326968,0,0.0473734,0,0.02498949,0.01945239,0.2257138,0.2742097,0.111046,2.271211e-06,0,0.1236181,0.1022299,0,0,0.006239532,0.2140413,0.02266934,0.2760772,0.07847257,0.01834702,0.1486555,0.5626625,0.08007348,0.1353112,0.02115139,0.07780419,0.0740877,0,0.1387324,0.4334066,0.01888143,0.1362115
,0.1604036,0.03424949,0.03312133,0.1170638,0,0.03554076,0.01853753,0.1597299,0.1007116,0.1684385,0.02001268,0.001202787,0.0001429177,0,0,0.5608901,0.001202019,0.02215917,0.1212983,0.4510737,0,0.04622224,0,0.02504636,0.01926658,0.222069,0.3426808,0.1138022,2.7485e-06,0,0.1160502,0.1065993,0,0,0.002991156,0.2099961,0.02283266,0.3440534,0.07535882,0.01811454,0.1484087,0.5605527,0.07672889,0.1742633,0.02107803,0.07525282,0.07255615,0,0.1382784,0.4518992,0.01903201,0.1750127
,0.1617754,0.03413284,0.03301182,0.1126671,0,0.03559313,0.01816145,0.152684,0.09239413,0.1699874,0.01961582,0.001106934,0.0001315283,0,0,0.5256441,0.001106228,0.02206576,0.1172522,0.4544349,0,0.04567384,0,0.02517459,0.01919973,0.2202045,0.4184808,0.1163441,2.897376e-06,0,0.1127297,0.1090183,0,0,0.006888282,0.1990716,0.02308484,0.419672,0.07218192,0.01800149,0.144876,0.5250635,0.07395783,0.1912781,0.02102614,0.07156996,0.0690592,0,0.1380901,0.455651,0.01920498,0.1920051
,0.1620119,0.03420213,0.03304621,0.1103439,0,0.03548251,0.01789578,0.145461,0.0880931,0.1701012,0.01933295,0.00101872,0.0001210466,0,0,0.4998474,0.00101807,0.02191933,0.1055929,0.4410849,0,0.04574535,0,0.02534686,0.0192032,0.219626,0.4813904,0.1174559,2.674402e-06,0,0.1112113,0.1100977,0,0,0.01874045,0.1904076,0.02327826,0.4824707,0.06958895,0.01804985,0.1392867,0.4988023,0.07165921,0.1952563,0.02097239,0.06837118,0.06548642,0,0.1377717,0.4425741,0.01933949,0.1960778
,0.1591478,0.03437546,0.03311556,0.1030228,0,0.03532844,0.01769229,0.1378257,0.07741612,0.1666693,0.01912168,0.0009375364,0.0001114001,0,0,0.4742838,0.000936938,0.02179377,0.09545755,0.4177184,0,0.04892834,0,0.02555457,0.01929072,0.2210931,0.527174,0.1182157,1.428646e-06,0,0.1108062,0.11055,0,0,0.02864872,0.1843148,0.02344729,0.5283529,0.06763061,0.01827968,0.1321253,0.4727961,0.07007583,0.1953303,0.0209281,0.06654564,0.06287092,0,0.1378645,0.4193652,0.01944142,0.1962404
,0.1575606,0.03463681,0.0332164,0.1010157,0,0.03514067,0.01752082,0.1308635,0.0741426,0.1647749,0.01893573,0.0008628222,0.0001025224,0,0,0.44836,0.0008622716,0.02174897,0.08025077,0.3988322,0,0.05293471,0,0.02581169,0.01948366,0.2198986,0.5455184,0.1183726,9.391094e-07,0,0.1104817,0.1103698,0,0,0.04394442,0.1790126,0.02359527,0.5467915,0.06571569,0.01846997,0.1241047,0.4460433,0.06862594,0.1860328,0.02081992,0.06529956,0.06093151,0,0.137734,0.4002156,0.01957785,0.1870835
,0.1544596,0.03479045,0.03322471,0.09949119,0,0.03506412,0.01731446,0.1238832,0.0720128,0.1609712,0.01869939,0.0007940622,9.435222e-05,0,0,0.4310532,0.0007935555,0.0216532,0.0773233,0.3746244,0,0.05424555,0,0.02591705,0.01978881,0.2078606,0.5544441,0.1183327,7.40677e-07,0,0.1104774,0.1100909,0,0,0.04721092,0.1769234,0.02369364,0.5557663,0.06448325,0.01853263,0.1162652,0.428596,0.06758644,0.1761768,0.02059646,0.06430842,0.05967286,0,0.1372362,0.3756227,0.01961406,0.1772491
,0.1382191,0.0350263,0.03330744,0.09785333,0,0.03480976,0.01710625,0.1210323,0.06883065,0.1431153,0.01845783,0.0007307818,8.68331e-05,0,0,0.4191895,0.0007303155,0.02140176,0.07830591,0.3552221,0,0.05512732,0,0.02587585,0.02014109,0.2012795,0.5562799,0.1181878,7.317939e-07,0,0.1148299,0.1097503,0,0,0.04675318,0.1711591,0.02367545,0.5577679,0.06319501,0.01859873,0.1130909,0.4165367,0.06637114,0.1734046,0.02033651,0.06372699,0.05889452,0,0.1366185,0.3561205,0.01951423,0.174448
,0.1287635,0.03557916,0.03369025,0.09694637,0,0.03465031,0.01702549,0.1186853,0.06756458,0.1328355,0.01833597,0.0006725444,7.991319e-05,0,0,0.4130662,0.0006721152,0.02113036,0.07363557,0.3410004,0,0.05538001,0,0.0259524,0.02045137,0.1982297,0.5507433,0.1167137,3.200734e-07,0,0.1208927,0.1084388,0,0,0.05186202,0.1638806,0.0236398,0.5524029,0.06178654,0.01878488,0.1107764,0.4103607,0.06496195,0.1705744,0.02015543,0.0632797,0.05835049,0,0.1352403,0.3418401,0.01945245,0.1716238
,0.1071915,0.03991412,0.03656487,0.09636566,0,0.03440711,0.01709031,0.1172431,0.06684336,0.1099334,0.01835257,0.000618948,7.354474e-05,0,0,0.4110878,0.000618553,0.02068065,0.06219028,0.3320079,0,0.0548239,0,0.02605524,0.02061126,0.1905126,0.5374798,0.1105056,4.234796e-07,0,0.1496947,0.1048432,0,0,0.06388444,0.1477328,0.02356965,0.5388833,0.06037097,0.01908443,0.1093077,0.408378,0.06343359,0.1707725,0.02010483,0.06301995,0.05806462,0,0.1320532,0.3326932,0.01926477,0.1718713
,0.09903063,0.05018178,0.0438716,0.09572294,0,0.03393398,0.01722047,0.1147057,0.06470729,0.1013886,0.01843964,0.0005696228,6.768381e-05,0,0,0.4093823,0.0005692593,0.02025661,0.05198449,0.326983,0,0.05457079,0,0.02646005,0.02079925,0.1607707,0.5219994,0.1083085,1.308351e-06,0,0.1576379,0.1033469,0,0,0.07486669,0.1345535,0.02365917,0.5232776,0.05839493,0.01941805,0.1068591,0.4066401,0.06154031,0.176753,0.02026005,0.06293568,0.05791891,0,0.129976,0.3276031,0.01911511,0.1778882
,0.08735245,0.0562371,0.05014325,0.07805191,0,0.03339751,0.01752277,0.1119523,0.05347634,0.08865684,0.01866126,0.0005242284,6.228995e-05,0,0,0.4074633,0.0005238939,0.01974591,0.05208749,0.3243521,0,0.05328565,0,0.0269924,0.02093836,0.1524366,0.4872943,0.1056458,1.815264e-06,0,0.1622153,0.1021951,0,0,0.07491176,0.125953,0.02373888,0.4885405,0.0556084,0.02037298,0.1048593,0.4046777,0.05834969,0.173463,0.02061825,0.06296983,0.05795344,0,0.1280149,0.3249286,0.01896302,0.1745406
,0.08256762,0.05994255,0.0539062,0.06709898,0,0.03272213,0.01786534,0.1068152,0.04673247,0.08359198,0.01890227,0.0004824517,5.732593e-05,0,0,0.4015964,0.0004821437,0.01932873,0.05365404,0.3227906,0,0.05253604,0,0.02778813,0.0211364,0.1469727,0.4481006,0.1038926,1.773814e-05,0,0.1643814,0.1011111,0,0,0.07325983,0.1202345,0.02388428,0.4495063,0.0529252,0.02115256,0.1004711,0.3985907,0.05534964,0.1672112,0.02107219,0.06294031,0.05790678,0,0.124954,0.3233272,0.01891123,0.1682196
,0.07253584,0.07385257,0.06795509,0.05831475,0,0.02857198,0.01829909,0.1026965,0.04166942,0.07322842,0.01923524,0.0004440041,5.275752e-05,0,0,0.3975926,0.0004437208,0.01880719,0.05197055,0.321154,0,0.05188596,0,0.02926718,0.02138163,0.1168907,0.4211888,0.09957173,2.182412e-05,0,0.1656543,0.09768853,0,0,0.07461105,0.1055896,0.02411493,0.4226533,0.05023658,0.02189977,0.09643521,0.3945842,0.05226577,0.163515,0.02203159,0.06284764,0.05782198,0,0.1180084,0.3216105,0.01876155,0.1644887
,0.05764631,0.1275403,0.1181296,0.04682465,0,0.02606688,0.018974,0.1007841,0.02868596,0.05798,0.01981921,0.0004086205,4.855317e-05,0,0,0.3940744,0.0004083598,0.01813804,0.04672696,0.3195508,0,0.05009554,0,0.03398731,0.02160821,0.09299327,0.4114648,0.09564939,3.192664e-05,0,0.1705175,0.09431463,0,0,0.07957996,0.08833081,0.02440845,0.4129138,0.04776343,0.02330142,0.09458407,0.3912108,0.0494855,0.1647464,0.02722917,0.06299237,0.0579964,0,0.1105062,0.3199318,0.01849026,0.1657417
,0.04816654,0.1433224,0.1325776,0.03782605,0,0.02466686,0.0222498,0.09973723,0.01591438,0.048641,0.02274957,0.0003760568,4.468387e-05,0,0,0.3979293,0.0003758168,0.01694752,0.038482,0.3081377,0.0001750231,0.04930555,0,0.03565591,0.02165819,0.0844952,0.4055252,0.09036198,3.375515e-05,0,0.2266989,0.08929515,0,0,0.08830051,0.08236663,0.02470196,0.4069199,0.04659556,0.02773746,0.09350543,0.3950604,0.04826239,0.1645289,0.03204863,0.06329019,0.05825478,0,0.1068679,0.3083021,0.01807865,0.1655938
,0.04377871,0.1791,0.1623645,0.0151664,0,0.02361477,0.02529586,0.09927736,0.01063194,0.04420204,0.0258243,0.0003460881,4.112293e-05,0,0,0.402473,0.0003458672,0.01616396,0.02034399,0.3041586,0.0599971,0.04853585,0,0.04520221,0.02170685,0.08010844,0.4026482,0.08849501,2.009081e-05,0,0.2420533,0.08759024,0,0,0.1069734,0.07902589,0.0285233,0.4040058,0.0459273,0.032576,0.09298331,0.3998098,0.04760677,0.1608867,0.05973443,0.06367078,0.05863522,0.02712685,0.1057124,0.3042565,0.01782702,0.1620954
,0.04129168,0.2269317,0.214055,0.008007213,0,0.02283259,0.02723444,0.09891852,0.007736175,0.0416962,0.02773529,0.0003185076,3.784576e-05,0,0,0.4042636,0.0003183043,0.01551032,0.01540645,0.2946194,0.07879841,0.04621993,0,0.05698583,0.02171147,0.07593566,0.4009532,0.08777137,2.245944e-05,0,0.2497839,0.08705817,0,0,0.1128492,0.07645022,0.03565896,0.4022551,0.04558003,0.03457405,0.09255136,0.4016809,0.04730675,0.1641724,0.07191075,0.06392297,0.05896942,0.04983472,0.1052158,0.2946758,0.0176439,0.1654373
,0.04027343,0.2462049,0.2327764,0.004184088,0,0.02232837,0.0288097,0.09830921,0.006023217,0.04067716,0.02942489,0.0002931251,3.482976e-05,0,0,0.4113928,0.0002929381,0.01515284,0.007029903,0.2707501,0.0877862,0.0453435,0,0.08046612,0.0216173,0.07155956,0.3958079,0.08779793,2.197023e-05,0,0.2402124,0.087571,0,0,0.1231094,0.07500844,0.04835568,0.3966265,0.04544673,0.03559619,0.0919277,0.4094316,0.04724506,0.1594549,0.08314717,0.06392127,0.05906385,0.05801004,0.1051202,0.2707975,0.01777262,0.1608026
,0.04062568,0.2705527,0.2499809,0.002145879,0,0.02193534,0.03078931,0.09616041,0.004956344,0.04122274,0.03156022,0.0002697654,3.205411e-05,0,0,0.4138972,0.0002695932,0.0150848,0.007018292,0.24697,0.09290928,0.04523773,0,0.1003411,0.02158624,0.06958932,0.3939034,0.08983392,3.549174e-05,0,0.2362839,0.08916454,0,0,0.1241693,0.07422743,0.06141964,0.39457,0.04554164,0.03624143,0.08980764,0.4120959,0.04745632,0.1477242,0.1021095,0.06366006,0.05883174,0.06419194,0.1056682,0.2470545,0.01815773,0.1490612
,0.04097129,0.2794926,0.2574901,0.001062396,0,0.02181913,0.03211472,0.09447047,0.004247242,0.04163383,0.03306928,0.0002482673,2.949965e-05,0,0,0.4165168,0.0002481088,0.01514559,0.01159251,0.2380083,0.0960683,0.04502492,0,0.1124392,0.02152991,0.06840134,0.3927144,0.09217998,4.006057e-05,0,0.2314096,0.09161326,0,0,0.1196304,0.07349173,0.06710809,0.3932897,0.04546488,0.03688939,0.08837903,0.4148416,0.0474649,0.1462346,0.1129389,0.0634575,0.05871215,0.07045095,0.1087424,0.2381076,0.01868782,0.1475362
,0.04139738,0.2849313,0.2678702,0.0004893318,0,0.02203996,0.03420721,0.09239496,0.003740638,0.04209771,0.03511878,0.0002284824,2.714877e-05,0,0,0.417784,0.0002283365,0.01523572,0.01289597,0.2332245,0.09748778,0.04430356,0,0.1177612,0.02143727,0.06628344,0.3926937,0.0935702,4.026007e-05,0,0.2286781,0.09382253,0,0,0.1184274,0.07297404,0.07140044,0.3931951,0.04541672,0.03754301,0.08667579,0.4161781,0.04747994,0.1509953,0.1199387,0.0632074,0.05862934,0.07325737,0.1107362,0.2333274,0.0191805,0.1522976
,0.04182026,0.3069202,0.2929626,0.0001889213,0,0.02254944,0.0372733,0.09150694,0.003352547,0.04252291,0.03801045,0.0002102741,2.498523e-05,0,0,0.4179981,0.0002101399,0.01532878,0.004887389,0.2305555,0.1088954,0.04387206,0,0.1253223,0.02134125,0.06519626,0.3956003,0.0961983,3.217738e-05,0,0.227334,0.09757446,0,0,0.1263979,0.07250916,0.08232847,0.3959374,0.04548406,0.03985572,0.08594034,0.4164239,0.04763046,0.1546401,0.1512609,0.0631704,0.05876321,0.08916643,0.1241186,0.2306595,0.01965281,0.15601
,0.04058924,0.3136245,0.3005109,3.394426e-05,0,0.0223762,0.0419642,0.09138254,0.003037207,0.04129612,0.0439614,0.000193517,2.299411e-05,0,0,0.4190403,0.0001933935,0.01497941,0,0.2292373,0.09045991,0.04409391,0,0.1028403,0.02116903,0.06359388,0.4024355,0.09613854,1.725799e-05,0,0.259723,0.09678491,0,0.009958896,0.1407277,0.07022234,0.07373776,0.4025878,0.04551716,0.04863168,0.08583462,0.4174816,0.04773708,0.1620432,0.1290639,0.06378116,0.05948649,0.06890264,0.1271264,0.2293385,0.01962883,0.163541
,0.03648003,0.3170751,0.3042804,-4.36535e-05,0,0.02127123,0.04460099,0.09100959,0.002769384,0.03696335,0.04718687,0.0001780952,2.116166e-05,0,0,0.3936801,0.0001779816,0.01440087,0,0.228691,0.0841835,0.04451237,0,0.08855226,0.02119641,0.06014954,0.4278355,0.09312452,1.173351e-05,0,0.2722727,0.09271139,0,0.009407445,0.1396158,0.06643412,0.06106133,0.4278615,0.04532568,0.05197447,0.08551709,0.3920838,0.04757217,0.1626896,0.1197095,0.06415787,0.05996669,0.06438595,0.1222636,0.2287893,0.01929623,0.1641762
,0.03422085,0.3207219,0.306774,-8.026078e-05,0,0.02072931,0.0463547,0.09058281,0.002534887,0.0346475,0.04910424,0.0001639025,1.947525e-05,0,0,0.393042,0.0001637979,0.01379949,0,0.2284189,0.08041686,0.04373913,0,0.0839376,0.0212424,0.05834974,0.4136258,0.09168261,6.32388e-06,0,0.2754924,0.09120563,0,0.01273855,0.1427542,0.06251656,0.05728813,0.4135696,0.04494491,0.05459963,0.08514827,0.3916306,0.04719584,0.1512163,0.1182399,0.06448272,0.06038811,0.0618092,0.1206186,0.2285123,0.01893451,0.1526908
,0.03304159,0.3218097,0.3079458,-9.532063e-05,0,0.02076133,0.04736948,0.09008963,0.002325491,0.03343736,0.05013591,0.0001508408,1.792323e-05,0,0,0.3969364,0.0001507445,0.01326823,0,0.2284402,0.03840173,0.0328756,0,0.08478905,0.02123371,0.05740037,0.3849808,0.09076429,4.877291e-06,0,0.2639836,0.09052104,0,0.01813844,0.147383,0.06016676,0.0554948,0.3845991,0.04442815,0.05588683,0.08480751,0.3958825,0.04662249,0.1342116,0.1174472,0.0645069,0.0606453,0.03821362,0.1196182,0.2285265,0.01862171,0.1356577
,0.03199708,0.3036354,0.288603,-9.744941e-05,0,0.01955161,0.0484618,0.0889831,0.001963859,0.03236223,0.0510901,0.0001277571,1.518038e-05,0,0,0.3787099,0.0001276756,0.01239661,0,0.225974,0.06181516,0.04826912,0,0.09688577,0.02148189,0.05739382,0.3710169,0.08960845,3.92359e-06,0,0.2402689,0.08987211,0,0.01564724,0.144197,0.05338469,0.05385186,0.3705026,0.04271143,0.06538554,0.0839491,0.3771057,0.04429672,0.12909,0.117087,0.06384419,0.06023326,0.03394829,0.1189425,0.2260168,0.01812416,0.1304935
,0.03150825,0.2880924,0.2799546,-9.29736e-05,0,0.01887754,0.04855458,0.08837165,0.001806222,0.03187826,0.05115609,0.0001175759,1.397062e-05,0,0,0.3660446,0.0001175009,0.01193435,0,0.2234,0.06670621,0.05259158,0,0.09734824,0.02153754,0.0590319,0.3690752,0.08815151,3.002722e-06,0,0.2388361,0.08924291,0,0.01226407,0.1407815,0.04927398,0.05304316,0.368507,0.04123173,0.06923712,0.08344872,0.3644347,0.04227263,0.134964,0.1147359,0.06335179,0.05983306,0.03357724,0.1210353,0.2234262,0.01786822,0.1363636
,0.03107082,0.2835354,0.2767621,-8.732537e-05,0,0.01848285,0.04847211,0.08794888,0.001661675,0.03146866,0.05106277,0.000108206,1.285728e-05,0,0,0.3620294,0.000108137,0.0115248,0,0.2223128,0.06063033,0.05328929,0,0.0978594,0.0215908,0.06003414,0.3613858,0.08720315,2.16381e-06,0,0.2380567,0.08858579,0,0.01415724,0.1423005,0.04608198,0.05255581,0.3606336,0.03968168,0.07122611,0.08315153,0.3604124,0.04040769,0.131791,0.1138729,0.06321528,0.05975735,0.03297158,0.1228677,0.2223317,0.01766079,0.1331879
,0.03073561,0.2844364,0.275916,-8.130883e-05,0,0.01847846,0.0483172,0.08769665,0.001528928,0.03117707,0.05085394,9.958288e-05,1.183266e-05,0,0,0.359799,9.951934e-05,0.01120808,0,0.2218596,0.05983628,0.04529512,0,0.09836537,0.02174989,0.0608861,0.3586622,0.08669276,3.188884e-06,0,0.2412816,0.08831883,0,0.0130551,0.140739,0.04456663,0.05263853,0.3578723,0.03876542,0.07244723,0.08304223,0.3581901,0.03936414,0.1380329,0.1141153,0.06321619,0.05983695,0.03302784,0.1262443,0.2218735,0.01754749,0.139435
,0.03057178,0.2841908,0.2752686,-7.533368e-05,0,0.01868989,0.04790029,0.08732267,0.001406911,0.03106924,0.05037978,9.164692e-05,1.088969e-05,0,0,0.358305,9.158844e-05,0.01099266,0,0.2237865,0.05805377,0.03924929,0,0.09997837,0.02188549,0.06147136,0.3575074,0.08636665,3.098673e-06,0,0.2411481,0.08818717,0,0.01430283,0.141619,0.04348503,0.05289419,0.3567127,0.03790886,0.07292229,0.08280011,0.3567113,0.03844232,0.1480845,0.1143159,0.06329315,0.06000519,0.03265529,0.1275986,0.2237841,0.01756445,0.1495202
,0.03074105,0.2836751,0.2740528,-6.960023e-05,0,0.01899536,0.04731986,0.08704491,0.001294699,0.03132454,0.04974902,8.43434e-05,1.002187e-05,0,0,0.3508568,8.428958e-05,0.01098037,0,0.2283399,0.05644527,0.0369365,0,0.1135622,0.02208914,0.06413823,0.356996,0.08641557,4.440035e-06,0,0.2300491,0.0883066,0,0.005964213,0.133274,0.04257831,0.05350377,0.3562254,0.03693986,0.07323021,0.08264665,0.3493534,0.03746464,0.1644945,0.1149741,0.06334365,0.06013106,0.03207055,0.1312129,0.2283314,0.01790029,0.1659143
