Date,Task,Time Started,Time Ended
mouthLowerDown_R,mouthDimple_L,mouthDimple_R,mouthSmile_L,eyeLookDown_L,jawRight,mouthPress_L,noseSneer_L,mouthSmile_R,mouthLowerDown_L,mouthPress_R,eyeBlink_L,mouthRight,eyeLookOut_L,browOuterUp_R,browDown_L,eyeBlink_R,jawOpen,eyeLookIn_R,eyeSquint_L,mouthFrown_R,mouthLeft,jawLeft,mouthRollUpper,browInnerUp,mouthPucker,eyeWide_L,mouthStretch_L,tongueOut,browOuterUp_L,mouthShrugLower,mouthStretch_R,eyeLookDown_R,eyeLookOut_R,eyeLookIn_L,mouthShrugUpper,jawForward,eyeWide_R,mouthUpperUp_R,cheekPuff,noseSneer_R,browDown_R,mouthUpperUp_L,eyeLookUp_L,mouthRollLower,cheekSquint_L,cheekSquint_R,mouthFrown_L,mouthFunnel,eyeSquint_R,mouthClose,eyeLookUp_R
,0.03122897,0.2629733,0.2495745,-6.419819e-05,0,0.01934507,0.04636666,0.08692738,0.001191472,0.03214624,0.04852751,7.76219e-05,9.223204e-06,0,0,0.3459316,7.757237e-05,0.0111221,0.002312994,0.2365501,0.04428022,0.03574304,0,0.1187826,0.02235649,0.07093266,0.3564841,0.08664114,6.916683e-06,0,0.21465,0.08849658,0,0,0.1253496,0.04185997,0.05384223,0.355746,0.03575121,0.07328194,0.08259638,0.344386,0.03624916,0.1776871,0.1149204,0.06351223,0.0603326,0.02413301,0.1327942,0.236509,0.01845902,0.1790772
,0.03522502,0.2555191,0.2427928,0.0001703899,0,0.02054125,0.04443645,0.08692546,0.001096494,0.03705367,0.04582543,7.143606e-05,8.488189e-06,0,0,0.340944,7.139047e-05,0.01162035,0.003287837,0.2444532,0.02314727,0.0317394,0,0.1394796,0.02268962,0.07509828,0.3540621,0.08715133,4.986985e-05,0,0.178482,0.08947689,0,0,0.1250547,0.0411618,0.05615773,0.3534456,0.0348593,0.07301565,0.08266906,0.3394602,0.03530373,0.1809713,0.115056,0.06351639,0.06049647,0.01540691,0.1356138,0.2443497,0.02103166,0.1823707
,0.03768232,0.2503245,0.2389425,0.0181423,0,0.02163957,0.04311049,0.08721618,0.006825054,0.03986062,0.04398924,6.574317e-05,7.811748e-06,0,0,0.3346344,6.570123e-05,0.01211806,0.004636941,0.2477207,0.01358583,0.02962067,0,0.1455621,0.02305409,0.07714398,0.3299212,0.08755502,6.157035e-05,0,0.1675458,0.09007916,0,0,0.1238393,0.04048222,0.05704555,0.3293814,0.0340693,0.07262116,0.08300377,0.3331896,0.03449414,0.1736966,0.1146336,0.06371143,0.06084653,0.01128688,0.1369432,0.2475801,0.02219799,0.1750706
,0.03900053,0.2245735,0.2208275,0.02306369,0,0.02380269,0.0419619,0.0875469,0.00871761,0.04133279,0.04259522,6.050397e-05,7.189215e-06,0,0,0.3303298,6.046537e-05,0.01251805,0.006310862,0.2515667,0.008991417,0.02765801,0,0.1447459,0.02341142,0.078398,0.3247331,0.08771584,7.161823e-05,0,0.1620405,0.09041512,0,0,0.1218785,0.04001521,0.05731571,0.3242474,0.0333167,0.07095685,0.08336794,0.3288966,0.03372273,0.1751463,0.1088544,0.06383722,0.0611418,0.009016212,0.1377221,0.2513633,0.02304383,0.1765047
,0.03950745,0.2119158,0.2056385,0.02526955,0,0.02514865,0.04115125,0.08804567,0.009391194,0.04187949,0.04166383,5.568229e-05,6.616292e-06,0,0,0.3279841,5.564676e-05,0.01264079,0.007533521,0.2537264,0.006395227,0.02665403,0,0.1251571,0.02371139,0.07934596,0.3227619,0.08759203,0.0001205323,0,0.1617306,0.09043954,0,0,0.1202925,0.0396708,0.05621973,0.3222454,0.03258393,0.07018596,0.08394578,0.3265561,0.03297232,0.171853,0.09956256,0.06409436,0.06154365,0.007563765,0.1380344,0.2535163,0.02344106,0.1731893
,0.03954773,0.2015918,0.1974981,0.01888392,0,0.02614117,0.04060108,0.08836412,0.009302652,0.0418894,0.04104814,5.124486e-05,6.089027e-06,0,0,0.3264694,5.121216e-05,0.01261535,0.005893049,0.254451,0.004987718,0.02403576,0,0.1160772,0.02396351,0.07998205,0.3270077,0.08709597,0.0001436642,0,0.1678993,0.09015785,0,0,0.1216811,0.03950463,0.05221433,0.3262743,0.03188242,0.06972242,0.08438249,0.3250619,0.0322286,0.1683713,0.09080243,0.06423632,0.06189732,0.006568161,0.1373907,0.254237,0.02360082,0.1697103
,0.03917587,0.1980276,0.1944929,0.01390942,0,0.02668747,0.04019039,0.08805624,0.008914494,0.04134111,0.04062646,4.716106e-05,5.603781e-06,0,0,0.3148397,4.713096e-05,0.0124992,0,0.2544595,0.04078549,0.02258725,0,0.1104747,0.02432881,0.07997697,0.3571975,0.08670362,0.001516956,0,0.1875157,0.09000031,0,0.004452493,0.1319282,0.03930539,0.05066345,0.3561324,0.03122486,0.06968647,0.08423895,0.3137523,0.03152629,0.1686458,0.08770994,0.06402855,0.06187351,0.03169695,0.1362292,0.2542439,0.02358617,0.1700671
,0.03872409,0.2042783,0.197464,0.01107773,0,0.02652102,0.0398096,0.08758272,0.008393124,0.04079649,0.0402588,4.34027e-05,5.157204e-06,0,0,0.3108688,4.3375e-05,0.01237262,0,0.2504218,0.06321203,0.03193489,0,0.107834,0.02457829,0.0799581,0.3722237,0.08663427,0.001946054,0,0.1949982,0.08993682,0,0.003530569,0.1309344,0.03894133,0.04962019,0.3713617,0.03057461,0.06967569,0.08377954,0.3095044,0.03086431,0.1704799,0.08640337,0.06352305,0.06122683,0.04614534,0.1354166,0.2502276,0.02359446,0.1718973
,0.03830292,0.240568,0.2364629,0.009423198,0,0.02616954,0.0395133,0.08753511,0.007825444,0.04029212,0.03999545,3.994386e-05,4.746216e-06,0,0,0.3051721,3.991836e-05,0.01228746,0,0.2492885,0.07184891,0.03522098,0,0.1065292,0.024903,0.08002251,0.3859187,0.08842947,0.001890038,0,0.2141915,0.09116226,0,0.00304215,0.1303599,0.03854078,0.04925688,0.3851036,0.03011059,0.06976614,0.08376911,0.3034978,0.03038056,0.1747406,0.09667104,0.06301408,0.06070146,0.05542124,0.1350715,0.2491021,0.02368968,0.1761634
,0.03781145,0.2505494,0.2465468,0.00825918,0,0.02573585,0.03941303,0.08748895,0.007255978,0.03972678,0.03998003,3.676066e-05,4.367981e-06,0,0,0.3029923,3.673719e-05,0.01214982,0,0.2482875,0.07663842,0.03830879,0,0.1056075,0.02503235,0.07972724,0.401069,0.08922686,0.00180866,0,0.2334769,0.0916045,0,0.007013187,0.1337998,0.03835247,0.04884621,0.400398,0.02974848,0.06966177,0.08374404,0.3011996,0.03000267,0.1750239,0.09944519,0.06245001,0.06006656,0.0607233,0.1328213,0.2481086,0.02367316,0.1764724
,0.03715049,0.2560339,0.2520353,0.007379898,0,0.02546817,0.04233864,0.0878484,0.006706723,0.03871508,0.04378491,3.383113e-05,4.019887e-06,0,0,0.3159074,3.380953e-05,0.0119199,0,0.2480293,0.07945318,0.039715,0,0.1004908,0.02508321,0.07977537,0.4122453,0.08952404,0.0004877891,0,0.293174,0.09166051,0,0.01038839,0.1366464,0.03936042,0.04736823,0.4114505,0.02970985,0.07010458,0.08422693,0.3144334,0.0299257,0.1640256,0.1010318,0.06230809,0.05992574,0.06858011,0.129821,0.2478583,0.02349113,0.165463
,0.03682411,0.2962067,0.2993641,0.00667344,0,0.02555258,0.04315096,0.08785173,0.006187768,0.03821643,0.04469633,3.113506e-05,3.699535e-06,0,0,0.3376575,3.111518e-05,0.01197859,0,0.247915,0.07924546,0.02490584,0,0.1057536,0.02504103,0.06995712,0.4164706,0.09017906,3.171669e-05,0,0.2533212,0.09464574,0,0.01825959,0.1446348,0.03995242,0.04762998,0.4156297,0.02981699,0.06335761,0.08440247,0.3367841,0.0299899,0.1521263,0.1067471,0.06212915,0.05992754,0.0716236,0.1131209,0.247753,0.02362841,0.1535891
,0.0370741,0.2380317,0.2472868,0.00607828,0,0.02580013,0.04267929,0.0880691,0.005702957,0.03831689,0.04367488,2.865384e-05,0.0004790468,0,0,0.3422429,2.863555e-05,0.01252146,0,0.250079,0.0259821,0.01520426,0,0.1256171,0.02533521,0.06643372,0.4195534,0.09064142,1.552281e-05,0,0.1829985,0.09629671,0,0.0250316,0.1514506,0.04037192,0.04869027,0.4184336,0.02968485,0.05756374,0.08476701,0.341633,0.0297766,0.1473742,0.1083123,0.06221695,0.06047584,0.06231,0.1081958,0.2499389,0.02585614,0.14887
,0.03808821,0.2541063,0.2595611,0.005559987,0,0.02611227,0.042261,0.08971579,0.005252922,0.03890906,0.04308378,2.637036e-05,0.0005721422,0,0,0.3315375,2.635353e-05,0.01428674,0,0.2538492,0.01226461,0.0114004,0,0.1351083,0.02578812,0.06108465,0.4237311,0.09175681,2.542229e-06,0,0.1662489,0.09866218,0,0.02087364,0.147441,0.04091943,0.05488875,0.4223527,0.02979247,0.05367342,0.08769133,0.3311403,0.02981251,0.1486681,0.1096389,0.06407797,0.065216,0.05102118,0.1056976,0.2537488,0.02863296,0.1501412
,0.03827848,0.2934813,0.2992532,0.005098754,0,0.02626392,0.04202954,0.0903556,0.004836686,0.03896906,0.04270601,2.426885e-05,0.0005968099,0,0,0.3275742,2.425336e-05,0.01491118,0,0.2554508,0.01435534,0.009436358,0,0.1366917,0.02622099,0.05622868,0.4257485,0.09252341,3.4994e-06,0,0.2067245,0.09977195,0,0.01446185,0.1410544,0.04149047,0.05689906,0.4243722,0.03001806,0.05184295,0.08872974,0.327255,0.02998423,0.1463811,0.1106915,0.06530924,0.06782342,0.0480029,0.1042071,0.2553666,0.02952293,0.147802
,0.03836683,0.2979145,0.3055376,0.004682711,0,0.02626974,0.04177351,0.09102248,0.004452514,0.03899683,0.04229638,2.233482e-05,0.000586857,0,0,0.3169698,2.232056e-05,0.01558012,0.023494,0.2686282,0.01256759,0.008507776,0,0.1382306,0.02669331,0.05460962,0.4343731,0.0932605,3.887059e-06,0,0.2145474,0.1005703,0,0,0.1031773,0.04166168,0.05831444,0.4332787,0.03012703,0.05160036,0.08958139,0.3166461,0.03005224,0.1747671,0.1175268,0.06784192,0.07209007,0.04567474,0.1083823,0.2686009,0.03046937,0.1759599
,0.03853291,0.299965,0.3074199,0.004304338,0,0.02632722,0.04158641,0.09158874,0.009201618,0.03913034,0.04202824,2.055492e-05,0.0005602188,0,0,0.3067765,2.054179e-05,0.01622122,0.01617505,0.2737604,0.01074499,0.008212622,0,0.1392718,0.02713794,0.05388066,0.4411139,0.09388584,7.798961e-06,0,0.2183023,0.1009472,0,0,0.1109854,0.04179143,0.05933182,0.4402566,0.03022773,0.05248164,0.09026707,0.3064109,0.03010329,0.1765716,0.1206216,0.07061531,0.07526734,0.02879019,0.1116675,0.2737495,0.03146929,0.1778349
,0.04362151,0.2506204,0.2610736,0.004653154,0,0.026527,0.0413508,0.09229316,0.04625909,0.0448557,0.04165498,1.891685e-05,0.0005263481,0,0,0.3013614,1.890478e-05,0.02118455,0.05238781,0.2866481,0.009547913,0.007821703,0,0.147616,0.02773204,0.05355487,0.4431141,0.09461084,8.379953e-06,0,0.1768446,0.1013706,0,0,0.07455885,0.04316146,0.06006206,0.4423586,0.03035807,0.05257312,0.09103183,0.3010209,0.03017692,0.1829286,0.1217397,0.07300358,0.07870986,0.01582228,0.1129908,0.2866506,0.03467784,0.1838851
,0.05445958,0.2401847,0.2521813,0.005603203,0,0.02703218,0.0409121,0.09257108,0.05637759,0.05596745,0.04115372,1.740933e-05,0.0007372187,0,0,0.2966421,1.739822e-05,0.03118241,0.02866534,0.2920199,0.008608134,0.007283598,0,0.1912836,0.02828329,0.05321546,0.4397201,0.09546108,2.008164e-05,0,0.165478,0.1018678,0,0,0.09830277,0.04409279,0.06495045,0.43915,0.03038377,0.0522023,0.09136794,0.2963483,0.03011785,0.1700971,0.122807,0.0740549,0.08013377,0.01039834,0.1140359,0.2920251,0.04276951,0.1712465
,0.05781901,0.2764389,0.2995433,0.005570532,0,0.02831492,0.04067793,0.0928805,0.04724268,0.05937888,0.04092981,1.602195e-05,0.002957172,0,0,0.3005349,1.601172e-05,0.03414665,0,0.2921215,0.007826385,0.006748769,0,0.2011758,0.02854582,0.05220379,0.421078,0.09589421,3.109948e-05,0,0.1622057,0.1022949,0,0.006624791,0.1336507,0.04570537,0.0671491,0.4197031,0.03057099,0.04962761,0.09173203,0.3003648,0.03017384,0.144049,0.123854,0.07452255,0.08098912,0.007961479,0.1144038,0.2920746,0.04535858,0.1454155
,0.05925239,0.2844188,0.3103318,0.005348123,0,0.02971244,0.04062432,0.09276552,0.0279892,0.06080171,0.04089688,1.474513e-05,0.006873264,0,0,0.3085161,1.473572e-05,0.03527044,0,0.2771157,0.007151436,0.006235361,0,0.1929972,0.0287304,0.04992369,0.4111131,0.09604315,3.492893e-05,0,0.1647606,0.1025203,0,0.02452775,0.1513119,0.04899994,0.06819148,0.4094791,0.03076264,0.04676459,0.09167475,0.308415,0.03023604,0.1201848,0.1240982,0.07446069,0.08120099,0.01234441,0.1129044,0.276954,0.04645301,0.1215869
,0.05830433,0.3135326,0.3319083,0.005040487,0,0.03056766,0.04080005,0.09242639,0.01863182,0.05945207,0.04110782,1.357006e-05,0.008535149,0,0,0.341291,1.35614e-05,0.03461215,0,0.2559948,0.006554093,0.005751521,0,0.185377,0.02873952,0.04878967,0.4001052,0.09628826,3.952762e-05,0,0.1984909,0.1028923,0,0.01994801,0.1464377,0.05066483,0.06904134,0.398456,0.03101424,0.04535735,0.09139889,0.3412005,0.03037134,0.1014559,0.124817,0.07412095,0.08097514,0.01652366,0.1119936,0.2558497,0.04666586,0.1027659
,0.05781817,0.3465601,0.3641686,0.004702263,0,0.03125866,0.04110213,0.09200297,0.01513208,0.05882419,0.04140655,1.248864e-05,0.009778378,0,0,0.3513663,1.248066e-05,0.03387813,0,0.2474309,0.006017102,0.005300166,0,0.1827566,0.02865288,0.04655615,0.3896176,0.09635193,6.997706e-05,0,0.207518,0.1031336,0,0.02445824,0.1507358,0.05185876,0.06975716,0.3880502,0.03140429,0.0440474,0.09099358,0.3512524,0.03066319,0.09617835,0.1275514,0.07374041,0.08064765,0.01745586,0.1079693,0.2472875,0.04628401,0.09748893
,0.05703509,0.3617107,0.3787022,0.004361499,0,0.03168988,0.04162372,0.09194222,0.01453543,0.05763236,0.0419157,1.149339e-05,0.01060731,0,0,0.356363,1.148605e-05,0.03257672,0,0.2434991,0.005529729,0.004881529,0,0.1806422,0.02850992,0.0440931,0.3855105,0.09617186,6.392819e-05,0,0.2124518,0.1031423,0,0.02109488,0.1472164,0.0527393,0.07034996,0.3839483,0.03190362,0.04322072,0.09094606,0.3562426,0.0310705,0.09572975,0.1327301,0.07358723,0.08054362,0.01653357,0.105717,0.2433601,0.04482555,0.09702148
,0.05336357,0.3887614,0.4014167,0.009417417,0,0.03181183,0.04203771,0.09210499,0.03366996,0.05335036,0.04229183,1.057746e-05,0.01095685,0,0,0.3578693,1.057071e-05,0.03049536,0,0.2417252,0.005084848,0.004494514,0,0.1790637,0.02845156,0.04192751,0.383198,0.09579965,5.584869e-05,0,0.2145877,0.1029618,0,0.01551691,0.1414553,0.05276792,0.07076314,0.3816688,0.03221539,0.04269151,0.09105226,0.3576699,0.03133583,0.09703705,0.1361451,0.07384507,0.08075492,0.01341412,0.1037951,0.2415917,0.04206515,0.098305
,0.05144183,0.415421,0.4191895,0.05657172,0,0.03171981,0.04263116,0.09288427,0.0628231,0.05117178,0.04282071,9.734522e-06,0.01070012,0,0,0.3566125,9.728306e-06,0.02882831,0,0.2427038,0.004677374,0.00413741,0,0.1782488,0.02846259,0.03964507,0.3811007,0.09533118,5.475896e-05,0,0.2119533,0.1025773,0,0.01082429,0.1370992,0.05239507,0.07134464,0.3797601,0.0325863,0.04251562,0.09153239,0.3561978,0.031715,0.09593438,0.1421811,0.07587585,0.08138636,0.01127617,0.1026822,0.2426007,0.03934592,0.09718157
,0.05087555,0.4244323,0.4254773,0.08753128,0,0.03157867,0.04284731,0.09408101,0.09906117,0.05045765,0.04292277,8.958758e-06,0.009995005,0,0,0.3308934,8.953039e-06,0.02818729,0,0.2437758,0.00430342,0.004051185,0,0.2006553,0.02865317,0.0384102,0.3871369,0.09511977,1.489408e-05,0,0.159373,0.1024256,0,0.01076461,0.1376311,0.04941869,0.08306792,0.3864592,0.03277107,0.04248947,0.09211715,0.3292489,0.03195954,0.1015584,0.1500817,0.0788845,0.08217156,0.009870078,0.1024872,0.2436993,0.03821537,0.1028288
,0.05159015,0.4290264,0.428637,0.1213765,0,0.03138793,0.04302802,0.09748688,0.128454,0.05074846,0.04300911,8.244817e-06,0.00931674,0,0,0.3237895,8.239554e-06,0.02808802,0,0.2481596,0.003959827,0.004080646,0,0.2134258,0.02889051,0.03752974,0.392256,0.09521235,9.666913e-06,0,0.1457292,0.1025967,0,0.008608001,0.135687,0.04727747,0.0966983,0.3918899,0.0328944,0.04269988,0.09466918,0.3218456,0.03215818,0.09979207,0.1749218,0.08296193,0.08427669,0.008840614,0.1026458,0.2481173,0.03784047,0.1010496
,0.05253804,0.4089178,0.3960007,0.1674074,0,0.03126721,0.04288848,0.103985,0.1858618,0.05161965,0.04274959,7.587771e-06,0.008637566,0,0,0.3157656,7.582928e-06,0.02832869,0.03117142,0.25403,0.003643915,0.004246697,0,0.217987,0.02907007,0.03701642,0.3937071,0.09550013,1.137532e-05,0,0.1387129,0.1028276,0,0,0.09643124,0.04386069,0.101808,0.3934816,0.03283715,0.04318043,0.1008665,0.3139615,0.03220356,0.1029785,0.1812951,0.09641066,0.09526522,0.008006077,0.1059105,0.254025,0.03789616,0.1040547
,0.06596797,0.4043014,0.3883113,0.1899028,0,0.0312406,0.04275005,0.1096068,0.2048329,0.06354725,0.04249646,6.983086e-06,0.007983101,0,0,0.3114756,6.978629e-06,0.03552712,0.04731841,0.2601634,0.00335334,0.004697125,0,0.222309,0.02921958,0.03667214,0.3952498,0.09670976,1.352743e-05,0,0.1352371,0.1038714,0,0,0.08062446,0.04243105,0.1177976,0.3951193,0.03294656,0.04371344,0.1066019,0.3096805,0.03242092,0.1061991,0.1847794,0.1023066,0.1006115,0.007298469,0.1173171,0.2601771,0.04065875,0.1071995
,0.07408617,0.4118794,0.4053987,0.2012758,0,0.03112385,0.04276956,0.1126682,0.2147561,0.07137198,0.04240511,6.426591e-06,0.007365045,0,0,0.3133742,6.422488e-06,0.0405721,0.05489706,0.262545,0.003086006,0.005569804,0,0.2247408,0.02919254,0.03632761,0.3956305,0.09745049,3.437366e-05,0,0.1351277,0.1045384,0,0,0.0734206,0.04170172,0.1287129,0.395547,0.03336299,0.04425345,0.1093817,0.3116649,0.03294985,0.1025679,0.1894946,0.1055353,0.1036888,0.006679593,0.1226442,0.2625681,0.04185605,0.1035345
,0.1038426,0.4129997,0.4085766,0.2518623,0,0.0312396,0.04251505,0.1143571,0.2635425,0.09880613,0.04204877,5.914443e-06,0.006787816,0,0,0.3131106,5.910667e-06,0.0551039,0.06213336,0.263591,0.002840023,0.005998441,0,0.2309292,0.02918853,0.03587563,0.3954649,0.09893014,3.729194e-05,0,0.1338765,0.1065973,0,0,0.0664369,0.04141423,0.1405661,0.3954059,0.03399266,0.04424375,0.1110027,0.3114397,0.03384311,0.09195484,0.1906924,0.1073353,0.1054332,0.006127347,0.1263341,0.2636184,0.04386281,0.09289385
,0.1127713,0.4139179,0.4107741,0.2664489,0,0.03148916,0.04226142,0.1152935,0.277886,0.1071278,0.04169742,5.44311e-06,0.006252076,0,0,0.3135164,5.439635e-06,0.06047025,0.06364974,0.2635276,0.002613668,0.006026581,0,0.2331503,0.029094,0.03541034,0.3940207,0.100292,4.680764e-05,0,0.1330912,0.1088125,0,0,0.06488918,0.0414105,0.1470246,0.39397,0.03549372,0.0440418,0.1119301,0.3118918,0.03540759,0.0844695,0.1909459,0.1082291,0.1064142,0.005628376,0.1283553,0.2635531,0.04493444,0.08540332
,0.12011,0.4145298,0.4129938,0.273326,0,0.03167443,0.04208749,0.1157913,0.285297,0.114606,0.04144153,5.009338e-06,0.005756617,0,0,0.3142481,5.006139e-06,0.0652649,0.0709473,0.2626925,0.002405364,0.005951885,0,0.2368865,0.02896798,0.0349116,0.3915695,0.1021153,7.742672e-05,0,0.1323632,0.1112069,0,0,0.05748865,0.04166313,0.1525745,0.391495,0.03693902,0.04369168,0.1124759,0.3128181,0.03667632,0.07603968,0.1908977,0.1084869,0.1068478,0.005174128,0.1295644,0.2627157,0.04587471,0.07694673
,0.1233059,0.4151932,0.4177295,0.2767323,0,0.03194889,0.0421968,0.1163089,0.2892888,0.1178043,0.04145528,4.610134e-06,0.005405374,0,0,0.3260605,4.60719e-06,0.06702596,0.07283576,0.2610204,0.002213668,0.005649079,0,0.2368839,0.02873354,0.03434394,0.3842152,0.1028792,7.006208e-05,0,0.132359,0.1123162,0,0,0.05558005,0.04321648,0.1542971,0.3840187,0.03987876,0.04328526,0.113053,0.3252307,0.03924864,0.06691837,0.1866553,0.1084317,0.1071042,0.004758735,0.1299649,0.2610376,0.04639196,0.06782132
,0.125942,0.4258819,0.4369473,0.2790524,0,0.03238152,0.04231367,0.1167706,0.2982327,0.1204347,0.04143837,4.242743e-06,0.005223071,0,0,0.3291451,4.240034e-06,0.06825026,0.07473277,0.2585527,0.002037252,0.005290694,0,0.2371599,0.0285198,0.03384413,0.3786266,0.1036366,0.0001067394,0,0.1322651,0.113597,0,0,0.05358294,0.04404109,0.1567364,0.3784152,0.04311857,0.0429373,0.1135924,0.3284844,0.04225538,0.05881749,0.1856887,0.1083814,0.1074013,0.004377866,0.1314951,0.2585641,0.04677582,0.05971416
,0.1268911,0.4899826,0.4995738,0.2786569,0,0.03291107,0.04255528,0.1168083,0.3007321,0.1214386,0.04149685,3.90463e-06,0.005235266,0,0,0.3244727,3.902137e-06,0.06888617,0.07327929,0.2538333,0.001874897,0.004918204,0,0.2462902,0.02840725,0.0328778,0.3745506,0.1065039,0.000181738,0,0.1321572,0.1180919,0,0,0.0551182,0.04454533,0.1764103,0.3743471,0.044696,0.04266708,0.1137085,0.3238541,0.04389625,0.0659605,0.2118092,0.1080405,0.107456,0.004028109,0.1324504,0.2538393,0.04697987,0.06684433
,0.125567,0.5141591,0.5233327,0.2730747,0,0.03352426,0.04298414,0.1168682,0.3000094,0.1206304,0.04176001,3.593463e-06,0.005291753,0,0,0.3232008,3.591168e-06,0.06848056,0.07237864,0.2491099,0.001725481,0.004552563,0,0.2503878,0.02827135,0.03216563,0.3724967,0.1078521,0.000239561,0,0.1328347,0.1199097,0,0,0.05623762,0.04485806,0.184175,0.3722903,0.0458812,0.0426631,0.113914,0.3226222,0.04510054,0.06521109,0.2354991,0.1077828,0.1075913,0.003706633,0.1344092,0.2491128,0.04692,0.06608946
,0.112407,0.60785,0.6107491,0.2544751,0,0.03397236,0.04588672,0.1169321,0.2803046,0.108842,0.04448155,3.307093e-06,0.005036566,0,0,0.3234896,3.304981e-06,0.06226798,0.07230405,0.2440529,0.001587974,0.004416006,0,0.2753112,0.02796793,0.03074501,0.3707919,0.1088053,0.0003112118,0,0.1460039,0.1208821,0,0,0.05641815,0.0448527,0.2097049,0.3705955,0.0472204,0.04303522,0.1141388,0.3229601,0.04669224,0.05734764,0.3128059,0.107653,0.1077532,0.003410993,0.1357082,0.2440652,0.04656059,0.05822272
,0.09828953,0.694894,0.6946966,0.234057,0,0.03438131,0.05232231,0.1167596,0.2584519,0.09535059,0.05106099,3.043544e-06,0.004724323,0,0,0.3238611,3.0416e-06,0.05569047,0.06676643,0.2413665,0.001461425,0.004298154,0,0.328563,0.02765272,0.02862707,0.368738,0.1109604,0.0004580321,0,0.1582377,0.1217884,0,0,0.06208909,0.04446271,0.2645824,0.3685498,0.04799053,0.04547245,0.1141396,0.3233553,0.04757022,0.05783395,0.413684,0.1075116,0.1078683,0.00313903,0.1383321,0.2413838,0.0460495,0.05871367
,0.09323633,0.7243593,0.7225763,0.2269885,0,0.03451561,0.05505828,0.1167392,0.2485945,0.09024411,0.05384339,2.800998e-06,0.004395539,0,0,0.3282644,2.799209e-06,0.05330385,0,0.2485574,0.001344961,0.004522799,0,0.353263,0.02738061,0.02707132,0.3470779,0.120373,0.0004973911,0,0.162655,0.128953,0,0.02989637,0.1588823,0.04311703,0.281522,0.3467213,0.04827481,0.04905159,0.1141811,0.3276553,0.04797533,0.07418787,0.4579587,0.1077666,0.108267,0.002888802,0.1433649,0.2485658,0.04582568,0.07539736
,0.09046014,0.7399237,0.7371566,0.2169913,0,0.03442143,0.05688294,0.1166302,0.2347596,0.08743111,0.05562143,2.577781e-06,0.004070785,0,0,0.3326983,2.576135e-06,0.05229965,0,0.2705897,0.001237778,0.004834589,0,0.37619,0.02714906,0.02574897,0.3385383,0.1280861,0.0004932678,0,0.1663658,0.1382976,0,0.11631,0.2441301,0.04214239,0.3021275,0.3377481,0.04834567,0.05272798,0.1140521,0.3320282,0.04815488,0.1059606,0.514117,0.1079804,0.1086733,0.002658549,0.1494373,0.2705798,0.04594593,0.1077244
,0.08865037,0.7481065,0.7446001,0.207425,0,0.03424476,0.05857934,0.1164269,0.2246762,0.08546086,0.05702392,2.372352e-06,0.003760044,0,0,0.3351339,2.370838e-06,0.05192262,0,0.2863066,0.001139137,0.005172174,0,0.3849389,0.02691356,0.02477896,0.3397064,0.1324496,0.0005159259,0,0.1731133,0.1431723,0,0.1382637,0.2655839,0.04130625,0.3139632,0.3385391,0.04830717,0.05901705,0.1137769,0.3344156,0.04823351,0.1256239,0.5340133,0.1082388,0.1091211,0.002446664,0.1563409,0.2862776,0.04617298,0.1276718
,0.08762182,0.7525451,0.7483873,0.2038034,0,0.03404645,0.05997539,0.1162945,0.2204403,0.08431535,0.05821661,2.183295e-06,0.003467714,0,0,0.3365161,2.181901e-06,0.05177985,0,0.2922359,0.001048357,0.005660404,0,0.3898895,0.02668496,0.02395754,0.3461672,0.1347634,0.0005303478,0,0.1755986,0.1456903,0,0.1471035,0.2745172,0.04051717,0.3211378,0.3448454,0.04824591,0.06144916,0.1135329,0.3357653,0.04830396,0.1173416,0.5440147,0.1083679,0.1093528,0.002251673,0.1590285,0.2921992,0.04646884,0.1193674
,0.08679996,0.7540519,0.7453836,0.2078619,0,0.03383422,0.06093722,0.1162858,0.2215458,0.08339228,0.0590529,2.009303e-06,0.003195281,0,0,0.3368057,2.008021e-06,0.0516599,0,0.2954991,0.0009648111,0.006178559,0,0.3842454,0.02644059,0.02328406,0.3682418,0.1359265,0.0005522069,0,0.177129,0.1469707,0,0.1496136,0.2763708,0.03975801,0.3239393,0.366935,0.04813064,0.06386666,0.1133858,0.3360156,0.0483253,0.1271953,0.5247108,0.108551,0.1096238,0.002072227,0.16111,0.2954584,0.04662032,0.1293171
,0.08611687,0.7553302,0.7454365,0.208573,0,0.03367427,0.06418531,0.116129,0.2216315,0.08260667,0.06148207,1.849178e-06,0.002942738,0,0,0.3335412,1.847998e-06,0.05156646,0,0.2971945,0.0008879234,0.00648011,0,0.3836677,0.02631845,0.02268444,0.3963106,0.1366147,0.0006878154,0,0.1784522,0.1477404,0,0.1493074,0.2765434,0.03906643,0.3257237,0.3950786,0.04806133,0.06862211,0.1131118,0.3326204,0.04837095,0.1177077,0.5269642,0.1087169,0.1099361,0.001907084,0.1632756,0.2971521,0.04670296,0.1197466
