browOuterUp_R,eyeWide_R,mouthFrown_L,mouthPress_L,browInnerUp,browOuterUp_L,noseSneer_R,eyeLookOut_R,mouthDimple_L,eyeBlink_L,eyeLookUp_L,cheekSquint_R,mouthDimple_R,eyeLookUp_R,jawOpen,mouthShrugLower,mouthFrown_R,cheekPuff,mouthRollLower,mouthFunnel,eyeSquint_L,eyeLookDown_R,mouthStretch_R,mouthStretch_L,eyeLookIn_L,mouthLowerDown_R,browDown_L,mouthUpperUp_L,noseSneer_L,eyeWide_L,jawRight,mouthRollUpper,jawForward,mouthLeft,mouthPress_R,mouthSmile_L,tongueOut,mouthUpperUp_R,jawLeft,eyeLookIn_R,mouthSmile_R,browDown_R,mouthShrugUpper,cheekSquint_L,eyeBlink_R,mouthLowerDown_L,eyeLookDown_L,mouthClose,mouthPucker,mouthRight,eyeLookOut_L,eyeSquint_R
4.429081e-12,4.90953e-05,2.44774e-06,0.1113897,0.02655534,1.205813e-11,0.2584423,0,0.4779641,0.1404463,0,0.3255425,0.4916641,0,0.00116715,0.7203993,2.688321e-06,0.05461092,0.1177315,0.1005129,0.3517509,0.1248028,0.06376285,0.06214881,0.03333516,0.02153161,0.4606383,0.2122393,0.2604252,4.91287e-05,0.02045628,0.01370334,0.02498661,0.0002170509,0.1108927,0.4602695,5.927933e-05,0.2156287,0,0.09189176,0.4660628,0.4606381,0.1705699,0.3079942,0.1403949,0.02186419,0.1252485,0.002636966,0.087925,0.01533185,0,0.3516496
4.076118e-12,4.518279e-05,2.252675e-06,0.111228,0.02652325,1.10972e-11,0.2579981,0,0.4796567,0.1383742,0,0.3256352,0.4933094,0,0.001168184,0.7193587,2.474084e-06,0.05458755,0.1174789,0.1002831,0.3527217,0.1239548,0.06362274,0.06204221,0.0332933,0.02156311,0.4606153,0.2099251,0.2599658,4.521354e-05,0.02054528,0.01373895,0.02500389,0.0001997537,0.1108484,0.4606771,5.389268e-05,0.2140459,0,0.09187848,0.4668508,0.4606153,0.1687988,0.3080174,0.138316,0.02190608,0.1243988,0.002625982,0.08770964,0.01556895,0,0.3526063
3.751284e-12,4.158209e-05,2.073155e-06,0.1109551,0.02647991,1.021284e-11,0.2575872,0,0.4805597,0.1371349,0,0.3255871,0.494455,0,0.001166637,0.7193688,2.276919e-06,0.05435323,0.11708,0.09988258,0.3530113,0.1228286,0.06357775,0.0620079,0.03241011,0.02155382,0.4603294,0.2090655,0.2594915,4.161038e-05,0.02051055,0.01370897,0.02496876,0.000183835,0.1107144,0.4608959,5.50704e-05,0.2135049,0,0.09266391,0.467344,0.4603299,0.1681404,0.3077677,0.1370763,0.02190859,0.123275,0.002610124,0.08744495,0.01577199,0,0.3528913
3.452337e-12,3.826833e-05,1.907941e-06,0.1107543,0.0264258,9.398957e-12,0.2569868,0,0.4846895,0.132255,0,0.325423,0.5010372,0,0.001166528,0.7190509,2.095466e-06,0.05421504,0.1167089,0.09949068,0.3533193,0.1211832,0.06340699,0.06186191,0.03196819,0.02155006,0.4594134,0.2083049,0.2586664,3.829437e-05,0.02041738,0.01370568,0.02496451,0.0001691848,0.1106783,0.4614879,7.79311e-05,0.2130505,0,0.09305123,0.4698633,0.4594174,0.166901,0.3073775,0.1322131,0.02191275,0.1216285,0.002595764,0.08694215,0.01596394,0,0.3531965
3.177213e-12,3.521865e-05,1.755893e-06,0.1104104,0.02643995,8.649936e-12,0.2540787,0,0.4864562,0.1272351,0,0.3237862,0.5044208,0,0.001167187,0.7186446,1.928475e-06,0.05379663,0.1161024,0.09805096,0.3531089,0.1195759,0.06328553,0.06177517,0.0276188,0.02155479,0.4540114,0.2074432,0.2545277,3.524261e-05,0.02025647,0.01370006,0.02488444,0.0001557021,0.1105855,0.4619801,8.147027e-05,0.2125492,0,0.0972849,0.4709641,0.4540405,0.1662121,0.3039784,0.1272057,0.02193793,0.1200417,0.002583476,0.08621463,0.01610476,0,0.3529871
2.924015e-12,3.241201e-05,1.615962e-06,0.1101081,0.02646425,7.960605e-12,0.2528744,0,0.4911548,0.1254556,0,0.3232195,0.5101418,0,0.001159457,0.7179326,1.774791e-06,0.0535644,0.1153417,0.09706538,0.352671,0.1187083,0.06297801,0.06148671,0.02661928,0.02144104,0.4508937,0.2031716,0.2529274,3.243406e-05,0.02014594,0.01366762,0.02475797,0.0001432939,0.1104744,0.4633096,9.331473e-05,0.2102337,0,0.09825328,0.4746873,0.4509348,0.1583368,0.3027019,0.1254308,0.02183293,0.1191774,0.00256061,0.08508871,0.01661848,0,0.3525504
2.690994e-12,2.982903e-05,1.487183e-06,0.1096513,0.0265521,7.326209e-12,0.2520452,0,0.4941507,0.12419,0,0.3229838,0.515304,0,0.001155657,0.711717,1.633354e-06,0.05313563,0.1135815,0.09526996,0.3513249,0.1179993,0.06267921,0.06117113,0.02532147,0.02137621,0.444938,0.1975346,0.2517768,2.984933e-05,0.0200133,0.01365676,0.02458586,0.0001318745,0.1102067,0.4679912,9.248956e-05,0.2067427,0,0.09951157,0.4831744,0.4450266,0.1539428,0.3017429,0.124169,0.02177256,0.1184737,0.002545623,0.08287321,0.0175615,0,0.3512179
2.476544e-12,2.74519e-05,1.368667e-06,0.1084897,0.02666641,6.742369e-12,0.2501202,0,0.4953074,0.119452,0,0.3225912,0.517453,0,0.00115354,0.6920408,1.503189e-06,0.05260337,0.1088641,0.09252399,0.3505334,0.1165037,0.06235021,0.06078148,0.02485619,0.02134499,0.4371739,0.1885482,0.2487647,2.747057e-05,0.01985755,0.01365054,0.02437399,0.0001213652,0.1096616,0.4804761,7.633156e-05,0.1995118,0,0.09996422,0.4970877,0.4373237,0.1485497,0.2989238,0.1194558,0.02174583,0.1169771,0.002534319,0.0803027,0.01920492,0,0.3504301
2.279183e-12,2.52642e-05,1.259595e-06,0.1053458,0.02684113,6.205056e-12,0.2476642,0,0.4960248,0.1158017,0,0.3221228,0.519361,0,0.001157014,0.6708688,1.383397e-06,0.05210865,0.1069598,0.09100194,0.3500977,0.1137685,0.0620257,0.06035107,0.02513257,0.02134105,0.4291868,0.1751055,0.2456225,2.528139e-05,0.0197121,0.01370345,0.02420109,0.0001116934,0.1077714,0.4956101,7.170049e-05,0.1864064,0,0.09964249,0.5113422,0.4293986,0.136319,0.2951848,0.1158323,0.02174645,0.1142339,0.002534132,0.07765331,0.02092422,0,0.3499953
2.097551e-12,2.325084e-05,1.159215e-06,0.1011175,0.02706019,5.710563e-12,0.2464319,0,0.4972426,0.1102162,0,0.3220178,0.5286642,0,0.001164014,0.6419462,1.273151e-06,0.05165562,0.1052075,0.08956127,0.3498979,0.1121402,0.06168704,0.05986951,0.02648643,0.0213603,0.4192182,0.1617808,0.2437862,2.326667e-05,0.01958039,0.01381761,0.02403494,0.0001027923,0.1044901,0.518041,7.822701e-05,0.1742879,0,0.09820934,0.5400412,0.4195642,0.1168691,0.2931165,0.1102984,0.02176576,0.1125943,0.002540751,0.07531071,0.02516587,0,0.3497958
1.930393e-12,2.139794e-05,1.066835e-06,0.09559122,0.02735721,5.255477e-12,0.2426694,0,0.502823,0.1042048,0,0.3215075,0.5438247,0,0.001187347,0.5947642,1.171691e-06,0.05111629,0.1039817,0.08799247,0.3499855,0.1058068,0.06131774,0.05935857,0.02637449,0.02153355,0.3996622,0.1500917,0.2387911,2.14125e-05,0.01935787,0.01409387,0.0239587,9.460057e-05,0.1002058,0.5356962,6.634763e-05,0.1633359,0,0.09832867,0.5568821,0.400233,0.1048612,0.2878498,0.1043362,0.02194288,0.1062475,0.002567793,0.07191246,0.02708618,0,0.3498838
1.776556e-12,1.969269e-05,9.818169e-07,0.09069364,0.02768212,4.836658e-12,0.240761,0,0.510964,0.09979465,0,0.3208946,0.5551209,0,0.00122164,0.5776354,1.078317e-06,0.05064775,0.1031969,0.08701967,0.3503988,0.1008282,0.06100927,0.05891033,0.02535698,0.02178799,0.3830575,0.1398009,0.2366599,1.97061e-05,0.01900777,0.01451077,0.0239857,8.706166e-05,0.09614965,0.5487248,6.633839e-05,0.1529812,0,0.09928418,0.5698648,0.3836533,0.09270361,0.2845365,0.09990298,0.0222043,0.1012622,0.002611947,0.06972401,0.02825581,0,0.3502976
1.634979e-12,1.812334e-05,9.03574e-07,0.08576334,0.02805778,4.451215e-12,0.2395778,0,0.5134022,0.09767051,0,0.3204565,0.5593188,0,0.00126088,0.5465832,9.923839e-07,0.05018921,0.1021035,0.0860632,0.3551618,0.09749918,0.06067828,0.05843627,0.02433074,0.02210918,0.3749647,0.1303258,0.2352903,1.813568e-05,0.01869437,0.01497181,0.0239875,8.012354e-05,0.09152877,0.5630034,7.175536e-05,0.1435453,0,0.100284,0.5863075,0.3756257,0.08404245,0.2827605,0.09777652,0.02253438,0.09793007,0.002662762,0.06829187,0.02935041,0,0.3550455
1.504684e-12,1.667906e-05,8.315664e-07,0.08318199,0.0283498,4.096489e-12,0.2386252,0,0.5149077,0.09175466,0,0.3193052,0.5619178,0,0.001298393,0.5360963,9.132989e-07,0.04980887,0.101252,0.0852423,0.3582216,0.09128372,0.06027858,0.05788928,0.02224693,0.02239061,0.3708991,0.1244771,0.2341581,1.669041e-05,0.01833556,0.01545136,0.02400096,7.373834e-05,0.08888543,0.5680919,7.313056e-05,0.1381778,0,0.1023432,0.5922197,0.371593,0.07799412,0.2774436,0.09184541,0.02281192,0.09170894,0.002713354,0.06690685,0.03217781,0,0.3581066
1.384773e-12,1.534987e-05,7.652973e-07,0.08148396,0.02859792,3.770031e-12,0.2369338,0,0.5149699,0.0839151,0,0.3156758,0.5633207,0,0.001339023,0.5303279,8.405163e-07,0.04946471,0.0998078,0.08457541,0.3595822,0.08505614,0.05986405,0.05729175,0.01890908,0.02271492,0.3682327,0.1206197,0.2316185,1.536032e-05,0.01806351,0.01594201,0.02401138,6.786198e-05,0.0871916,0.5702676,9.163596e-05,0.1353899,0,0.1056845,0.5952901,0.3690724,0.07485758,0.2665127,0.08413503,0.02313056,0.08547942,0.002766037,0.06596574,0.03827501,0,0.3594651
1.274417e-12,1.412661e-05,7.043092e-07,0.08026672,0.02883676,3.46959e-12,0.2359512,0,0.5049698,0.0815056,0,0.3142734,0.5623463,0,0.001377981,0.5262202,7.735339e-07,0.04903213,0.0966929,0.08383917,0.361609,0.08298367,0.05952184,0.05672415,0.01613287,0.02307674,0.3668758,0.1177188,0.230173,1.413623e-05,0.01794968,0.01635775,0.02393009,6.245392e-05,0.08579417,0.5715634,0.0001060102,0.1331297,0,0.1084773,0.597358,0.3677875,0.07314602,0.2627023,0.08176024,0.02348443,0.08341241,0.002815554,0.06519345,0.0438171,0,0.3614874
1.172856e-12,1.300083e-05,6.481815e-07,0.07907548,0.02901416,3.193092e-12,0.2351875,0,0.5023237,0.07990394,0,0.3132903,0.5622656,0,0.001417182,0.5236821,7.118894e-07,0.04853531,0.09513682,0.08313338,0.362884,0.081048,0.0592001,0.05620639,0.0170713,0.02344626,0.3662637,0.1160041,0.2291917,1.300968e-05,0.01778342,0.01676908,0.02387046,5.747685e-05,0.08467864,0.5723347,0.0001040224,0.1317286,0,0.1075366,0.5990306,0.3672345,0.07197352,0.2605181,0.08018126,0.02384897,0.08146796,0.002864088,0.06446826,0.04608977,0,0.3627573
1.079389e-12,1.196477e-05,5.965266e-07,0.07719538,0.02926939,2.938628e-12,0.2347659,0,0.5009117,0.07891337,0,0.3133649,0.562006,0,0.001451738,0.5169148,6.551576e-07,0.04801036,0.09331007,0.08226504,0.3646488,0.0795674,0.05893139,0.05575157,0.01610543,0.02380286,0.3655288,0.114428,0.2285392,1.197291e-05,0.01768303,0.01711089,0.02379789,5.28964e-05,0.08248492,0.5831009,9.949761e-05,0.1302381,0,0.1084955,0.6171252,0.3665455,0.07104006,0.2599095,0.07920764,0.02419411,0.07998697,0.002905663,0.06379835,0.04753083,0,0.3645291
9.933704e-13,1.101127e-05,5.489882e-07,0.07632311,0.02939522,2.704443e-12,0.236185,0,0.5006414,0.07851814,0,0.3265826,0.5623534,0,0.001485476,0.514918,6.029468e-07,0.0476458,0.09236918,0.08167142,0.3778367,0.07784366,0.05866192,0.05529163,0.01585942,0.02418245,0.3676164,0.1137104,0.2291181,1.101877e-05,0.01760635,0.01743086,0.02374246,4.868098e-05,0.08153565,0.5960929,8.481558e-05,0.1296329,0,0.1086608,0.6278341,0.368772,0.07041848,0.2694428,0.07882831,0.02456377,0.07825913,0.002944621,0.06327878,0.04844192,0,0.3776978
9.142068e-13,1.013376e-05,5.052382e-07,0.07559936,0.02940841,2.48892e-12,0.2471273,0,0.5007643,0.07846022,0,0.3616585,0.5634547,0,0.001506666,0.5144223,5.548968e-07,0.04717599,0.09137832,0.08097722,0.4003046,0.07642454,0.05832923,0.05477683,0.01241164,0.02452127,0.3808548,0.113684,0.2371229,1.014066e-05,0.01759683,0.01759672,0.02367711,4.480149e-05,0.08080219,0.6300375,6.750026e-05,0.1297766,0,0.1120878,0.6576529,0.3824323,0.07004695,0.2961775,0.07878471,0.02490388,0.0768484,0.002961289,0.06264311,0.04912774,0,0.4002083
8.413518e-13,9.326182e-06,4.649748e-07,0.07477125,0.0294261,2.290573e-12,0.2569489,0,0.5006207,0.07861561,0,0.3761002,0.5638139,0,0.001518312,0.5145872,5.106759e-07,0.0463926,0.08933103,0.07933646,0.4231818,0.07392859,0.05809399,0.05433975,0.01561453,0.02483568,0.3860119,0.1140005,0.2456532,9.332532e-06,0.01756617,0.01762635,0.02353729,4.123117e-05,0.08003204,0.6407874,6.173616e-05,0.1307094,0,0.1087744,0.6681847,0.3877175,0.06996538,0.3110309,0.07896194,0.02521333,0.07433353,0.002954674,0.06193783,0.04983087,0,0.4230496
7.743028e-13,8.582961e-06,4.2792e-07,0.07363647,0.02939671,2.108033e-12,0.2745255,0,0.500229,0.09448218,0,0.4175911,0.5637606,0,0.001525196,0.517893,4.699792e-07,0.04479636,0.08728729,0.07764137,0.4533411,0.0737756,0.05805307,0.05407206,0.01640154,0.02517386,0.3997446,0.1178653,0.2628964,8.588803e-06,0.01758135,0.01754035,0.02338652,3.794538e-05,0.07883405,0.6547652,5.113377e-05,0.1364351,0,0.1079518,0.680002,0.4012873,0.07033165,0.3521325,0.09562401,0.02555286,0.07417721,0.002934415,0.06123392,0.05018623,0,0.4532306
7.125971e-13,7.898967e-06,3.938182e-07,0.0731082,0.02944521,1.94004e-12,0.2847442,0,0.5067266,0.1023347,0,0.4303961,0.5666035,0,0.001528075,0.5244172,4.325256e-07,0.04394088,0.08647537,0.07659572,0.4864711,0.07289587,0.05808014,0.05395211,0.01988503,0.02546527,0.4043104,0.1238491,0.2708037,7.904344e-06,0.01752076,0.01744015,0.02333144,3.492144e-05,0.07829951,0.6645732,4.604278e-05,0.1428697,0,0.104377,0.6884609,0.4058171,0.07115475,0.3647863,0.1037473,0.02584696,0.07328305,0.002907257,0.06001798,0.04948595,0,0.4864234
6.558088e-13,7.269483e-06,3.62434e-07,0.07322641,0.02938881,1.785434e-12,0.2929434,0,0.533229,0.1558024,0,0.4392436,0.5912334,0,0.001527206,0.5444529,3.980568e-07,0.04343522,0.08651052,0.07587632,0.5052739,0.07594662,0.05811536,0.05388679,0.02012334,0.02570872,0.4211182,0.1340602,0.2788942,7.274431e-06,0.01761948,0.01736651,0.02338916,3.213848e-05,0.07846414,0.6687555,3.524588e-05,0.1530463,0,0.1040954,0.6921082,0.4222968,0.07426495,0.3774289,0.1562164,0.0261036,0.07634043,0.002873834,0.0589712,0.04902372,0,0.5052348
6.035461e-13,6.690163e-06,3.335509e-07,0.08055407,0.02922769,1.643149e-12,0.2990194,0,0.584429,0.1707625,0,0.444619,0.6297286,0,0.001509086,0.5924384,3.663349e-07,0.04333704,0.09212141,0.07539438,0.5135325,0.08212892,0.05798294,0.05371966,0.02008839,0.02572208,0.4388978,0.1436573,0.2851367,6.694717e-06,0.01789479,0.01729387,0.02347776,2.95773e-05,0.08557454,0.6662787,3.086306e-05,0.1615798,0,0.103918,0.6905899,0.4398022,0.07684754,0.3847696,0.1709472,0.02612171,0.08253717,0.002823056,0.05812192,0.04856656,0,0.5135014
5.554483e-13,6.157011e-06,3.069696e-07,0.08293749,0.02904994,1.512203e-12,0.3034601,0,0.5997025,0.1810437,0,0.4542391,0.6414599,0,0.001486072,0.6082557,3.371409e-07,0.04312191,0.09428783,0.07489903,0.5163859,0.09090845,0.05800443,0.05372762,0.02565278,0.02566441,0.4484845,0.1549777,0.2910553,6.161201e-06,0.0179738,0.01715112,0.0235591,2.722023e-05,0.08784702,0.6659387,2.313967e-05,0.1702682,0,0.09846722,0.689375,0.4491328,0.07960351,0.404967,0.1811355,0.02606819,0.09131572,0.002766296,0.05726465,0.04508649,0,0.5163649
5.111835e-13,5.666347e-06,2.825066e-07,0.08710151,0.02881517,1.391693e-12,0.3096842,0,0.608005,0.1858744,0,0.4627678,0.6476403,0,0.001458619,0.6254857,3.102735e-07,0.04306386,0.09826009,0.07459081,0.518204,0.0931144,0.05801448,0.05377214,0.02965147,0.02556528,0.4593026,0.1659008,0.3012738,5.670203e-06,0.0181,0.01699537,0.02370941,2.505099e-05,0.09113435,0.6653299,1.806381e-05,0.1788253,0,0.09448767,0.6844808,0.4596389,0.0837346,0.418578,0.1859092,0.02597126,0.09350938,0.002704621,0.05649613,0.04136182,0,0.5181872
4.704462e-13,5.214784e-06,2.59993e-07,0.09130777,0.02854168,1.280786e-12,0.3145554,0,0.6137407,0.1880275,0,0.4701623,0.6509792,0,0.001429929,0.6325601,2.855472e-07,0.04322545,0.1034388,0.07446501,0.522997,0.09233791,0.05791755,0.0538161,0.0296805,0.02540782,0.473803,0.1712873,0.3090228,5.218333e-06,0.01826974,0.01688052,0.02392995,2.305463e-05,0.09554435,0.6606233,1.36157e-05,0.1827745,0,0.09448641,0.6755005,0.4739397,0.08553737,0.4326535,0.1880137,0.02582159,0.09273152,0.002644317,0.0557865,0.03818455,0,0.5229557
4.329554e-13,4.799208e-06,2.392737e-07,0.09471614,0.02831975,1.178718e-12,0.3187957,0,0.6241741,0.1899449,0,0.480711,0.6582536,0,0.001403082,0.6365703,2.627914e-07,0.04340959,0.1140641,0.07444996,0.5368741,0.09111471,0.05803183,0.05402727,0.03187346,0.02520624,0.4806246,0.1740345,0.3134822,4.802474e-06,0.01879906,0.01682841,0.0242412,2.121736e-05,0.09877198,0.6428575,1.1507e-05,0.1850015,0,0.09221203,0.6630481,0.4807319,0.08680613,0.4394995,0.1898439,0.02562719,0.09149604,0.002587158,0.05442063,0.0372521,0,0.5366853
3.984523e-13,4.41675e-06,2.202055e-07,0.09750232,0.02814268,1.084783e-12,0.320792,0,0.6278723,0.1906537,0,0.4842826,0.6608495,0,0.001373507,0.6460065,2.41849e-07,0.04367076,0.1184782,0.07450305,0.5600634,0.08875459,0.05807747,0.05422636,0.03427551,0.02493031,0.4866712,0.1756776,0.3192702,4.419755e-06,0.01922877,0.01675067,0.02451304,1.952651e-05,0.1019323,0.6362855,1.077688e-05,0.1863633,0,0.08970139,0.655532,0.4867239,0.08778112,0.4439981,0.1899873,0.02535866,0.08912069,0.002530581,0.05344146,0.03713388,0,0.5578532
3.666989e-13,4.06477e-06,2.026569e-07,0.1003383,0.02802514,9.983348e-13,0.3223946,0,0.6347417,0.1910717,0,0.4864267,0.6654797,0,0.001344484,0.6541293,2.225756e-07,0.04416651,0.1242016,0.07472213,0.5747731,0.08701816,0.05812024,0.05444098,0.03471482,0.02457656,0.4895197,0.176589,0.324862,4.067536e-06,0.0196928,0.01669402,0.02481524,1.79704e-05,0.1049587,0.6329567,9.201907e-06,0.1870651,0,0.08906744,0.6518223,0.4895475,0.0883064,0.4507326,0.1876826,0.02501369,0.08737841,0.002478817,0.05264611,0.03757648,0,0.5713197
3.374759e-13,3.74084e-06,1.865067e-07,0.1016138,0.0279711,9.187755e-13,0.3287713,0,0.6368704,0.2059467,0,0.4979506,0.6670527,0,0.001323723,0.6566095,2.048381e-07,0.04447459,0.1264339,0.07504271,0.5827101,0.08715984,0.05834174,0.05478077,0.04050204,0.02440148,0.496905,0.1771756,0.3324894,3.743386e-06,0.02014577,0.01663352,0.02512799,1.653831e-05,0.1063107,0.6330543,1.116686e-05,0.1875807,0,0.08295867,0.6509753,0.4969204,0.08884641,0.4656087,0.2007254,0.0248523,0.0874955,0.002431864,0.05199992,0.03785366,0,0.5791383
3.105818e-13,3.442725e-06,1.716436e-07,0.1021031,0.02796903,8.455564e-13,0.3346881,0,0.628293,0.2515394,0,0.5022992,0.6615343,0,0.001307879,0.6576798,1.885141e-07,0.04453044,0.1273698,0.07538892,0.5870523,0.0899489,0.05881878,0.05534682,0.04437397,0.02430972,0.5138525,0.1777197,0.3392132,3.445068e-06,0.0206059,0.01649677,0.02537665,1.522034e-05,0.1068608,0.6342947,1.579071e-05,0.1880975,0,0.07876921,0.6511832,0.5138644,0.08976166,0.4721585,0.2484452,0.02477934,0.09027129,0.002387963,0.05159988,0.03820472,0,0.5832224
2.858309e-13,3.168368e-06,1.57965e-07,0.1020091,0.02800183,7.781723e-13,0.3386459,0,0.6259156,0.263259,0,0.5070816,0.6598835,0,0.001303054,0.6463913,1.734911e-07,0.04443742,0.1275973,0.07579506,0.5910046,0.08892827,0.05932324,0.05594907,0.04705211,0.02437196,0.5189598,0.1782284,0.3444239,3.170524e-06,0.02094311,0.01640092,0.02573206,1.40074e-05,0.1068362,0.6537282,2.225985e-05,0.1885729,0,0.07599172,0.6646794,0.5189686,0.09036732,0.4802755,0.2584443,0.02487488,0.08923778,0.002355255,0.05110455,0.03819634,0,0.586943
2.630525e-13,2.915874e-06,1.453765e-07,0.1002876,0.02797544,7.161582e-13,0.3424729,0,0.6156998,0.269206,0,0.5116171,0.6466252,0,0.001303372,0.6345438,1.596652e-07,0.04406278,0.1236653,0.07619379,0.5926336,0.09115609,0.06009712,0.05711433,0.050141,0.02455086,0.5240369,0.1812476,0.3486889,2.917859e-06,0.02126554,0.01621523,0.02604052,1.289112e-05,0.1047407,0.6624024,2.982792e-05,0.191186,0,0.07282974,0.6745958,0.5240417,0.09151698,0.4853426,0.2640103,0.02507474,0.09145466,0.002319139,0.0507103,0.03808569,0,0.5885379
2.420893e-13,2.683502e-06,1.337912e-07,0.09958207,0.02794247,6.590861e-13,0.3451505,0,0.612706,0.2694408,0,0.5135611,0.6429878,0,0.001307345,0.6295019,1.469412e-07,0.04368338,0.1224508,0.07650659,0.5936694,0.09238962,0.06081584,0.05798643,0.05166853,0.02477281,0.5274422,0.1826391,0.3507844,2.685329e-06,0.02155233,0.01607522,0.02636097,1.18638e-05,0.1039258,0.6659873,3.739466e-05,0.1925389,0,0.07116309,0.6782079,0.5274461,0.09314263,0.4875625,0.2650657,0.02531791,0.09268195,0.002288201,0.05027523,0.03780599,0,0.5896429
2.227967e-13,2.469649e-06,1.231291e-07,0.09885375,0.0279216,6.065622e-13,0.3482232,0,0.6107177,0.2697045,0,0.515631,0.6405038,0,0.001313013,0.6263804,1.352311e-07,0.04322792,0.1214207,0.07681141,0.5942177,0.09680445,0.06153757,0.05879588,0.05517251,0.02500889,0.5297121,0.1839902,0.3535487,2.471329e-06,0.02185387,0.01591154,0.02663474,1.091835e-05,0.1029659,0.6678827,3.427991e-05,0.1936142,0,0.06744502,0.6802278,0.5297146,0.09447885,0.4892103,0.2656403,0.02556738,0.09708372,0.002258153,0.04995167,0.03752373,0,0.5902822
2.050416e-13,2.272837e-06,1.133167e-07,0.09862494,0.02787868,5.58224e-13,0.3497656,0,0.6153662,0.2557396,0,0.5165687,0.6425137,0,0.001314487,0.6251635,1.244543e-07,0.04298974,0.1211607,0.07710084,0.5974256,0.09411044,0.06193239,0.05928008,0.05438902,0.02513377,0.531154,0.1846966,0.3563668,2.274384e-06,0.02204494,0.01583982,0.02691396,1.004825e-05,0.1025458,0.6683996,4.049156e-05,0.1941555,0,0.0683246,0.6808662,0.5311546,0.09508649,0.4903105,0.2457739,0.02569065,0.09439009,0.002233184,0.04949904,0.03736601,0,0.5935461
1.887014e-13,2.091711e-06,1.042863e-07,0.09872369,0.02776934,5.13738e-13,0.3505749,0,0.6169031,0.2352062,0,0.5165973,0.6435357,0,0.001314389,0.6246854,1.145363e-07,0.04286253,0.1210332,0.07726187,0.6028633,0.09174992,0.06207759,0.05954105,0.05533201,0.02522429,0.5321118,0.1852402,0.3575972,2.093134e-06,0.02211828,0.0158115,0.02712794,9.247483e-06,0.1025421,0.6670638,4.489677e-05,0.1946176,0,0.06736085,0.680425,0.5321107,0.09561695,0.4906033,0.2227981,0.02577641,0.09202196,0.002210647,0.0490439,0.03720916,0,0.5990911
1.736634e-13,1.925018e-06,9.597548e-08,0.09891881,0.02762341,4.727972e-13,0.3512749,0,0.6179731,0.2290689,0,0.5161873,0.6442494,0,0.001320095,0.6245074,1.054087e-07,0.04273914,0.1209907,0.07738806,0.6047837,0.09176944,0.06226205,0.05984899,0.059498,0.02535239,0.5375565,0.1858465,0.358939,1.926328e-06,0.02217854,0.01578841,0.02734789,8.510533e-06,0.1026566,0.6662188,4.5794e-05,0.1951261,0,0.06312159,0.679919,0.5375363,0.09615912,0.4906221,0.2157279,0.0259032,0.09202216,0.002192316,0.0486188,0.0369354,0,0.601013
1.598239e-13,1.77161e-06,8.832701e-08,0.09892804,0.02757877,4.351191e-13,0.3517208,0,0.6182512,0.2359267,0,0.5156634,0.64464,0,0.001325318,0.624595,9.700845e-08,0.0425726,0.1210952,0.07752346,0.6078663,0.09100895,0.0625224,0.06020225,0.05863747,0.02544364,0.539668,0.186015,0.3598127,1.772815e-06,0.02232974,0.01578801,0.02753648,7.832312e-06,0.1026294,0.6601111,4.792085e-05,0.1952576,0,0.06396113,0.6748534,0.5396431,0.09659076,0.4904568,0.2170235,0.02600161,0.09126303,0.002180863,0.04823598,0.03707438,0,0.6032817
1.470872e-13,1.630426e-06,8.128805e-08,0.09922018,0.02755058,4.004436e-13,0.3521409,0,0.6196288,0.2551787,0,0.5154316,0.6470289,0,0.001322007,0.6313629,8.927766e-08,0.04251426,0.1214613,0.0776628,0.6102174,0.09078979,0.06257313,0.06036822,0.0598582,0.0254093,0.5416493,0.1861449,0.3605502,1.631536e-06,0.02243409,0.01576343,0.02766957,7.20814e-06,0.1029747,0.6568363,3.87339e-05,0.1953505,0,0.06263571,0.6710914,0.5416235,0.09687128,0.4905718,0.2400372,0.02597645,0.09103646,0.002163772,0.04783892,0.03714935,0,0.6051696
1.353655e-13,1.500494e-06,7.481005e-08,0.09945375,0.02758258,3.685314e-13,0.352367,0,0.6203735,0.2581953,0,0.5150394,0.6483397,0,0.001324845,0.6329989,8.216295e-08,0.04240953,0.1217319,0.07776057,0.6111125,0.09042858,0.06275477,0.0606088,0.05998207,0.02548144,0.5424932,0.1864509,0.3609231,1.501516e-06,0.02245361,0.01575944,0.02786726,6.633709e-06,0.1032301,0.6554764,3.538625e-05,0.1956992,0,0.0625381,0.6697237,0.5424675,0.09729552,0.490373,0.2453865,0.02605447,0.09067329,0.002150172,0.04740282,0.03711724,0,0.6059219
1.24578e-13,1.380917e-06,6.884828e-08,0.0995205,0.02757129,3.391624e-13,0.3543148,0,0.6202965,0.2657857,0,0.5152385,0.6487666,0,0.001326638,0.6342449,7.561522e-08,0.04226362,0.1218807,0.07801761,0.6118465,0.09059308,0.06292791,0.06085322,0.05994198,0.02551448,0.5450256,0.1868274,0.3649377,1.381857e-06,0.02249354,0.01569767,0.02801048,6.105055e-06,0.1033939,0.6547868,3.907589e-05,0.1961145,0,0.06248194,0.6689843,0.5450049,0.09781026,0.4908265,0.2514618,0.0261006,0.09083722,0.002136274,0.04713432,0.03712736,0,0.6064963
