Date,Task,Time Started,Time Ended
cheekPuff,eyeLookIn_R,browOuterUp_R,jawRight,mouthClose,eyeLookOut_R,eyeWide_L,mouthUpperUp_L,mouthRight,mouthLowerDown_R,mouthStretch_R,noseSneer_L,mouthPucker,mouthFrown_R,browOuterUp_L,mouthSmile_R,eyeBlink_R,mouthLowerDown_L,mouthRollLower,eyeLookUp_L,mouthShrugLower,jawForward,eyeLookUp_R,mouthPress_R,eyeWide_R,mouthDimple_R,mouthShrugUpper,eyeBlink_L,browDown_R,browDown_L,eyeSquint_L,mouthLeft,cheekSquint_L,mouthSmile_L,eyeLookDown_R,mouthStretch_L,mouthDimple_L,tongueOut,mouthFunnel,jawLeft,eyeLookOut_L,jawOpen,noseSneer_R,mouthUpperUp_R,mouthFrown_L,browInnerUp,eyeSquint_R,eyeLookIn_L,mouthPress_L,cheekSquint_R,eyeLookDown_L,mouthRollUpper
0.0547746,0.1389141,0,0.02143306,0.02888215,0,0.02417094,0.06298134,0.007497389,0.08658108,0.104811,0.09556565,0.4093006,0.1238528,0,0,0.003381586,0.09273935,0.02600674,0,0.2130582,0.0264418,0,0.02837023,0.02517106,0.02606702,0.1853344,0.003926076,0.2638189,0.2637737,0.1453378,0.01327871,0.04901141,0,0.158425,0.1088741,0.02531998,1.258894e-05,0.2042865,0,0.01673892,0.02792259,0.09131373,0.06646451,0.1372909,0.04005551,0.1453655,0,0.02618383,0.04393294,0.1589853,0.03158926
0.04942548,0.146669,0,0.02301118,0.02823491,0,0.04624683,0.06885576,0.006833145,0.0955084,0.1036338,0.09830396,0.4112247,0.08269307,0,0,-0.0009441132,0.1033527,0.02444683,0,0.2090685,0.02554194,0,0.02778147,0.04764408,0.02518702,0.2589478,-0.0004379084,0.2664824,0.2664549,0.1443073,0.01452059,0.04878392,0,0.1548091,0.1082688,0.02418908,9.742277e-06,0.199439,0,0.02403424,0.02726625,0.09689668,0.07426269,0.08735596,0.03977169,0.1443366,0,0.02558807,0.0442728,0.1554122,0.02902417
0.0434543,0.1532644,0,0.02501766,0.02765727,0,0.05941386,0.08110701,0.006252864,0.1062139,0.1032714,0.1052154,0.4122347,0.07206605,0,0,-0.003039954,0.115787,0.02329176,0,0.2079346,0.02480182,0,0.02722465,0.06120219,0.02414922,0.2992117,-0.002571356,0.2877499,0.2877513,0.1436881,0.01569713,0.04863189,0,0.1604542,0.1082481,0.02299847,9.31069e-06,0.1947975,0,0.03027145,0.02674032,0.1035052,0.08696634,0.07467571,0.03961527,0.1437183,0,0.02503322,0.04460751,0.1611281,0.02672121
0.04120982,0.1637505,0,0.02594627,0.02706,0,0.06855779,0.08506817,0.005735434,0.1093786,0.1026148,0.1079437,0.4123657,0.09394364,0,0,-0.003959758,0.1194684,0.02252688,0,0.2090215,0.02414622,0,0.02683738,0.07100908,0.02345246,0.2917786,-0.003527041,0.3086713,0.3086859,0.143058,0.02010035,0.04841435,0,0.1547342,0.1079454,0.02224361,9.979126e-06,0.1914897,0,0.04113949,0.02610822,0.1060254,0.09108833,0.08315665,0.03924091,0.1430895,0,0.024621,0.04474332,0.155458,0.02547689
0.04015379,0.1653913,0,0.02639851,0.02656364,0,0.07752946,0.08676659,0.005268129,0.1088629,0.101143,0.1088928,0.4077058,0.107697,0,0,-0.004266189,0.1179927,0.02201679,0,0.2098039,0.02361159,0,0.02651316,0.08004068,0.02294244,0.2570488,-0.003867174,0.3118872,0.311899,0.1424864,0.02286152,0.04798927,0,0.1467769,0.1073574,0.02170103,7.212666e-06,0.1898258,0,0.04352698,0.02555039,0.1068928,0.09279603,0.1012079,0.03892766,0.1425208,0,0.02426788,0.0446121,0.1474733,0.02466448
0.03962984,0.1662834,0,0.0265108,0.02617474,0,0.08389737,0.08746503,0.004842822,0.10879,0.1003019,0.1094111,0.3747889,0.1124511,0,0,-0.004259128,0.1177253,0.02171841,0,0.2099233,0.02326196,0,0.02624141,0.08679512,0.02261381,0.2477266,-0.003891492,0.3094378,0.3094567,0.1424957,0.02801691,0.04775871,0,0.1369683,0.1070091,0.02137595,6.474252e-06,0.1889701,0,0.04458878,0.02513301,0.1073019,0.09337401,0.1058211,0.03868834,0.1425364,0,0.02396118,0.04457975,0.1376527,0.02419238
0.03895213,0.1634199,0,0.02689061,0.02584174,0,0.08799544,0.08746005,0.004453955,0.1095262,0.1001527,0.1101518,0.3846508,0.103472,0,0,-0.004097904,0.1186213,0.02122109,0,0.1938131,0.0227938,0,0.02578551,0.09118032,0.02211115,0.2444201,-0.003759341,0.3062342,0.3062645,0.1433257,0.03001754,0.04765347,0,0.134405,0.107178,0.02087814,5.92298e-06,0.1882416,0,0.04097042,0.02484247,0.1079681,0.09307615,0.09692071,0.03863316,0.1433788,0,0.02350949,0.04470195,0.1351187,0.02370538
0.0388147,0.1548038,0,0.02726002,0.02572192,0,0.09270018,0.08569895,0.004097441,0.1098269,0.1004324,0.1103124,0.3879492,0.09879845,0,0,-0.003866712,0.1188339,0.02089902,0,0.1892813,0.022474,0,0.0254365,0.09621123,0.02178253,0.2421093,-0.00355501,0.3006741,0.300693,0.1440209,0.03077531,0.04749015,0,0.1286761,0.1075734,0.02052315,4.768886e-06,0.1886524,0,0.03163314,0.02477978,0.1081982,0.09084184,0.095309,0.03848001,0.1440862,0,0.02318475,0.04488402,0.1293979,0.02348265
0.04103633,0.1525364,0,0.02710269,0.02569169,0,0.09433317,0.07643528,0.003770068,0.1062268,0.1006695,0.1087438,0.3842739,0.0976088,0,0,-0.003609617,0.1119865,0.02085515,0,0.1853393,0.02228355,0,0.02523575,0.09807353,0.02174365,0.1893896,-0.003322691,0.2791898,0.2791898,0.1454809,0.02725014,0.04718087,0,0.1094284,0.1077934,0.02042783,5.067876e-06,0.1887315,0,0.0288658,0.02472889,0.1074262,0.08096838,0.115734,0.03839726,0.1456091,0,0.02302979,0.04495239,0.1101643,0.02367334
0.04178914,0.1466862,0,0.02680264,0.02561422,0,0.07543781,0.07363039,0.003469174,0.1040195,0.1028047,0.1080697,0.3687145,0.09647433,0,0,-0.003349284,0.1082122,0.02082374,0,0.1824982,0.02218075,0,0.02494687,0.07864364,0.02179775,0.1789951,-0.003085189,0.2730475,0.2730424,0.1459412,0.02459844,0.04696368,0,0.1077177,0.1083564,0.02040887,3.942685e-06,0.18918,0,0.0225834,0.0247208,0.1069585,0.07797907,0.1203532,0.03828407,0.1460862,0,0.02281805,0.04510186,0.1085471,0.0237675
0.04075056,0.1440565,0,0.02670758,0.02580242,0,0.05720454,0.07246504,0.003192468,0.1173481,0.1057997,0.1073207,0.3610305,0.09462751,0,0,-0.002768108,0.1230416,0.02062955,0,0.1734897,0.02224651,0,0.02449953,0.05907146,0.02167515,0.2325141,-0.002522314,0.2667386,0.2667569,0.1454188,0.02307004,0.0465533,0,0.1042421,0.1103252,0.02027182,3.596542e-06,0.1891577,0,0.01868044,0.02512154,0.1057902,0.07665905,0.1122789,0.03832131,0.1455576,0,0.02246377,0.04495368,0.1051945,0.02385268
0.03790056,0.1366181,0,0.02638203,0.02612311,0,0.0419545,0.07184848,0.002937925,0.1263405,0.1092089,0.1046289,0.2960004,0.09431299,0,0,0.00158671,0.1328176,0.02042036,0,0.1533569,0.02249422,0,0.02393587,0.04279637,0.02152004,0.2431928,0.001895464,0.2607058,0.26082,0.1409396,0.02269201,0.04600932,0,0.100676,0.1152935,0.02017023,2.986289e-06,0.1866595,0,0.009929216,0.02663242,0.1011944,0.07581551,0.1090596,0.03846731,0.1410438,0,0.02198817,0.04453536,0.1017368,0.02409917
0.03673557,0.1283543,0,0.02603182,0.02660008,0,0.03128737,0.07110527,0.002703727,0.129648,0.1109165,0.1034653,0.2784575,0.09413332,0,0,0.01021469,0.1363944,0.02029405,0,0.1450466,0.02262922,0,0.02341983,0.03161392,0.02147538,0.196281,0.01113727,0.2582674,0.2584124,0.1363942,0.02279037,0.04556065,0,0.09943135,0.1178308,0.02021129,1.689623e-06,0.1853239,0,0.0008881194,0.02902991,0.09946313,0.07436472,0.1043071,0.03861342,0.1364775,0,0.02153736,0.04416741,0.1005977,0.02459073
0.03607547,0.1240922,0,0.02485353,0.02700424,0,0.02188182,0.06946303,0.002488224,0.1308501,0.1118825,0.1024844,0.2700384,0.09402446,0,0,0.02221719,0.1375774,0.02009077,0,0.138822,0.02254369,0,0.02293803,0.02193915,0.02141111,0.1854064,0.02334004,0.2567722,0.2569312,0.1296293,0.02432273,0.04509784,0,0.09924908,0.1191953,0.02024374,1.74949e-06,0.1721841,0,0,0.03017633,0.09816823,0.07129656,0.09902853,0.03894864,0.1297032,0.004098685,0.02109479,0.04370485,0.1005131,0.02505804
0.03596937,0.1250656,0,0.02400735,0.02716902,0,0.0161608,0.06816416,0.002289913,0.1204665,0.1125294,0.1021016,0.2659508,0.09647425,0,0,0.03174279,0.1254459,0.0200647,0,0.136508,0.02244589,0,0.02256176,0.01610873,0.02152922,0.17803,0.03289118,0.2569283,0.2570803,0.1267617,0.02517156,0.04474907,0,0.09725623,0.1199617,0.0204695,2.091556e-06,0.1682708,0,0,0.03065328,0.09763742,0.06895065,0.09690192,0.03922879,0.1268469,0.00318742,0.02074655,0.04337142,0.09855962,0.02550365
0.03613273,0.126895,0,0.02255707,0.02720209,0,0.01311378,0.06659874,0.002107415,0.1049865,0.1128927,0.101878,0.2692987,0.1304264,0,0,0.03483692,0.1099846,0.0200343,0,0.1398947,0.02235359,0,0.02215723,0.01301833,0.0215585,0.1735887,0.03602162,0.2557818,0.2559762,0.1239925,0.03819199,0.04450803,0,0.09237616,0.1204962,0.0206488,1.916667e-06,0.1666758,0,0,0.03060925,0.09729616,0.06615615,0.09705462,0.03962172,0.1241025,0.001152582,0.02036399,0.04303146,0.09366921,0.02569615
0.03628325,0.1247003,0,0.02186879,0.02721949,0,0.01095123,0.06397822,0.001939465,0.1000419,0.112928,0.1016282,0.279525,0.1376185,0,0,0.03638323,0.1049672,0.01991369,0,0.140176,0.02218624,0,0.02171532,0.01084823,0.02148669,0.1711446,0.03758836,0.2549357,0.2551561,0.121918,0.04199536,0.04430354,0,0.09273562,0.1205874,0.0207018,1.814161e-06,0.166021,0,0,0.0304545,0.09697434,0.06302807,0.09705332,0.04005621,0.1220379,0.003272376,0.01995133,0.04276974,0.0940197,0.02589475
0.03673171,0.1290335,0,0.02011104,0.02719446,0,0.01038893,0.06060082,0.001784902,0.09591272,0.1116758,0.1013348,0.2962179,0.1419604,0,0,0.03337408,0.1011033,0.01975996,0,0.1407901,0.02188344,0,0.02133936,0.01030383,0.02142022,0.1600488,0.03418474,0.2424195,0.2428024,0.1202025,0.0463988,0.04403836,0,0.0861076,0.1202353,0.02074581,1.595712e-06,0.1658923,0,0.00115876,0.03004846,0.09657139,0.05969216,0.1097584,0.04061321,0.1203334,0,0.01959619,0.04244547,0.08738621,0.02603715
0.03965227,0.1339108,0,0.0151007,0.02717626,0,0.01021644,0.05873264,0.001642658,0.09029423,0.1096177,0.1009136,0.2950028,0.1464757,0,0,0.03187798,0.09539521,0.01985767,0,0.1486809,0.0216777,0,0.02115665,0.01015179,0.02159669,0.1493549,0.0325784,0.2359354,0.2363241,0.1191423,0.04976553,0.04375698,0,0.07557721,0.1195784,0.02103491,1.788385e-06,0.1660781,0,0.006226737,0.02961401,0.09605068,0.05792658,0.1235952,0.04105766,0.1192824,0,0.01939861,0.0420971,0.07683377,0.02634934
0.04066728,0.1366707,0,0.01319638,0.02719234,0,0.01028694,0.05746936,0.00151175,0.08827807,0.1086072,0.1004947,0.2863071,0.1479973,0,0,0.02885021,0.09339186,0.0199639,0,0.1508092,0.02145283,0,0.02099277,0.01024535,0.02190951,0.1444702,0.02935503,0.2330942,0.2334847,0.1185899,0.05105219,0.04346823,0,0.06838326,0.1190296,0.02143064,1.730362e-06,0.165841,0,0.009133488,0.02926554,0.0955934,0.05672767,0.1280911,0.04150445,0.1187371,0,0.01921921,0.04179553,0.06961953,0.02677981
0.04088381,0.1371161,0,0.01209108,0.02723269,0,0.01028206,0.05600935,0.001391276,0.08756636,0.1080787,0.09907554,0.2459319,0.135345,0,0,0.02754341,0.09266779,0.02007325,0,0.1492754,0.02127791,0,0.02078448,0.01025702,0.02237269,0.14175,0.02799165,0.2261718,0.2263834,0.1184484,0.04677303,0.04312839,0,0.06768912,0.1186551,0.02191943,1.646929e-06,0.1621986,0,0.009684339,0.02907918,0.09440357,0.05573221,0.129605,0.04206076,0.1186014,0,0.01900837,0.04151906,0.06892344,0.02738608
0.04070761,0.1370902,0,0.01152442,0.02727431,0,0.01041664,0.05523151,0.001280402,0.08761004,0.1080438,0.09840467,0.2353601,0.1211289,0,0,0.0264992,0.09269787,0.020121,0,0.1474016,0.02111802,0,0.02057366,0.01041039,0.02278908,0.1405823,0.02691738,0.22416,0.2243216,0.1181517,0.0410858,0.04284405,0,0.06998445,0.1185588,0.02232921,1.568717e-06,0.1584759,0,0.009502178,0.028953,0.09375756,0.0551408,0.1239261,0.04275917,0.1183045,0,0.01881863,0.04133867,0.07122911,0.02782919
0.04023741,0.1371256,0,0.01141487,0.02730197,0,0.01024523,0.05462579,0.001178364,0.08795273,0.1082034,0.09785237,0.2301821,0.11558,0,0,0.02610747,0.09302182,0.02013841,0,0.144541,0.02098097,0,0.0203223,0.01024801,0.02316681,0.1402141,0.02654622,0.2245039,0.2246297,0.1179104,0.03418912,0.0426694,0,0.07128765,0.1185321,0.02269791,7.406418e-07,0.1567951,0,0.009528073,0.02885662,0.09319152,0.05466335,0.1208448,0.04322245,0.1180596,0,0.01860072,0.04127363,0.07253777,0.02825462
0.03938751,0.1372511,0,0.01143009,0.0271324,0,0.01018686,0.05420083,0.001084458,0.08802712,0.1080616,0.09737515,0.2287971,0.1114092,0,0,0.0258868,0.09309221,0.02002992,0,0.1431572,0.02073899,0,0.02008089,0.01019954,0.02346368,0.1402504,0.02635674,0.2253605,0.2254843,0.1177251,0.03170928,0.04256977,0,0.07443012,0.1182353,0.02300643,6.405604e-07,0.1530829,0,0.009684741,0.02851366,0.0926579,0.05430245,0.1134923,0.04369611,0.1178693,0,0.01839126,0.04124874,0.07569332,0.0284554
